PMID,factor_relevance,entity,category,source_sentence,explanation
35342088,No,Neuropsychiatric Symptoms (NPS),ADRD,MCI individuals with NPS may thus be at greater risk for further cognitive decline with the increase of tau deposition in comparison to those without NPS.,NPS are behavioral manifestations in ADRD.
35342088,No,Alzheimer's Disease Neuroimaging Initiative (ADNI),ADRD,"A total of 151 MCI subjects with tau positron emission tomographic (PET) scanning with 18F AV-1451, amyloid-β (Aβ) PET scanning with florbetapir or florbetaben, magnetic resonance imaging, and cognitive and behavioral evaluations were selected from the Alzheimer's Disease Neuroimaging Initiative.",ADNI is a research cohort focused on ADRD.
35340008,Yes,Therapeutic Touch,Healthcare,"The experimental group received regular TT, the placebo group received mimic TT, and the control group received regular routine care.",TT is a healthcare intervention tested in dementia management.
35340008,Yes,routine care,Healthcare,"The experimental group received regular TT, the placebo group received mimic TT, and the control group received regular routine care.",Standard healthcare provided to the control group.
35340008,Yes,responsive behaviors in dementia,AD/ADRD,This study aimed to investigate the use of therapeutic touch (TT) in the management of responsive behaviors in patients with dementia.,Targeted behavioral symptoms in dementia patients.
35227184,No,,,,
35213374,No,dementia with Lewy bodies,ADRD,Many patients with dementia with Lewy bodies (DLB) miss out on the best standards of care and psychosocial support due to diagnostic delays or inaccuracies following symptom onset.,"Study focuses on conversion to DLB, a type of ADRD."
35213374,No,Alzheimer's disease,ADRD,This study seeks to identify baseline characteristics in individuals with mild cognitive impairment (MCI) that correlate with eventual conversion to DLB or Alzheimer's disease (AD).,"Study explicitly mentions conversion to AD, a type of ADRD."
35213371,Yes,virtual caregiver education program,Healthcare,"This was a pre-post comparison of a five-week, synchronous, virtual caregiver education program delivered by a clinician and caregiver support specialist covering aspects of dementia, including changes in cognition, behavior, functional abilities, caregiver-care recipient roles, communication, and caregiver self-care.",Healthcare intervention for dementia caregivers.
35213371,Yes,persons living with dementia,AD/ADRD,Family caregivers of people with dementia often experience negative impacts including stress and burden.,Target population for healthcare intervention.
35142025,Yes,healthcare access,Healthcare,Delays in access because of health system capacity constraints could reduce realized value between 52% and 69%.,Healthcare access barriers impact treatment realization for ADRD.
35142025,Yes,health system capacity constraints,Healthcare,Delays in access because of health system capacity constraints could reduce realized value between 52% and 69%.,System capacity limits affect ADRD treatment outcomes.
35142025,Yes,avoided nursing-home costs,ADRD,Predicted societal value [...] valuation of patients' QALY gains (63%) and avoided nursing-home costs (20%) as largest components.,Nursing-home costs reflect ADRD care burden.
35124657,No,,,,
35124641,Yes,specialty dementia clinic,Healthcare,"Participants felt they received incomplete or 'hesitant' guidance on prognosis and expected disease course via their clinicians and filled the gap with information they found via the internet, books, and support groups.",Clinic provides anticipatory guidance impacting dementia care.
35124641,Yes,Alzheimer's disease and related disorders,ADRD,"After a diagnosis of Alzheimer's disease and related disorders, people living with dementia (PWD) and caregivers wonder what disease trajectory to expect and how to plan for functional and cognitive decline.",Primary condition studied in the context of healthcare guidance.
35124641,Yes,clinicians,Healthcare,"Participants felt they received incomplete or 'hesitant' guidance on prognosis and expected disease course via their clinicians and filled the gap with information they found via the internet, books, and support groups.",Healthcare providers influence guidance quality for dementia care.
35099448,No,dementia,ADRD,To determine the burden on the caregivers of dementia patients and the factors affecting the perception of it.,Study focuses on dementia patient caregiving burden.
35099448,No,Alzheimer's,ADRD,"The key words used were 'Demans', 'alzheimer', 'bakım verenler', 'hastalık yükü', 'dementia', 'alzheimer's', 'caregivers' and 'burden of illness'.",Alzheimer's is explicitly mentioned as a keyword.
35078612,No,Alzheimer's disease,ADRD,"The underlying neuropathologies of the PPA variants are discussed, specifically tauopathies and non-tauopathies associated with svPPA and nfaPPA and Alzheimer's disease pathology in lvPPA.",Mentioned as neuropathology in logopenic variant PPA.
35043452,Yes,healthcare access,Healthcare,We also identify barriers to use of these tools in routine clinical practice.,Barriers to clinical tool use reflect healthcare access challenges.
35043452,Yes,healthcare quality,Healthcare,Most of these tools are backed by good-quality studies and are appropriate to use in clinical care or research.,Tool quality in clinical care relates to healthcare quality.
35043452,Yes,neurocognitive disorders (NCDs),AD/ADRD,"There are several good-quality tools available to collect informant-report for assessment and monitoring of cognition, behavior, or function in patients with NCDs.",NCDs encompass Alzheimer's disease and related dementias.
35040423,No,Alzheimer's disease,ADRD,"This study aims to assess the effects of stressful events in senior patients who later developed ischemic stroke, Alzheimer's, or Parkinson's disease.",Mentions Alzheimer's disease as an outcome in the study.
35040423,No,Parkinson's disease,ADRD,"This study aims to assess the effects of stressful events in senior patients who later developed ischemic stroke, Alzheimer's, or Parkinson's disease.",Mentions Parkinson's disease as an outcome in the study.
34924392,No,Alzheimer's disease,ADRD,"Affecting nearly half of the patients with Alzheimer's disease (AD), apathy is associated with higher morbidity and reduced quality of life.",Mentions Alzheimer's disease as the primary condition studied.
34924392,No,Apathy,ADRD,"Affecting nearly half of the patients with Alzheimer's disease (AD), apathy is associated with higher morbidity and reduced quality of life.",Apathy is a symptom associated with Alzheimer's disease.
34924392,No,Apathy Evaluation Scale,ADRD,"In the independent cohort, with small-volume-correction, right putamen and MTG showed GMVs in negative correlation with Apathy Evaluation Scale total, behavioral, and emotional scores, and right IFG with emotional score (p < 0.05 family-wise error (FWE)-corrected), controlling for age, education, intracranial volume, and depression.",Tool used to assess apathy in Alzheimer's disease patients.
34844240,No,,,,
34785304,Yes,Medicaid,Healthcare,"The largest number of referrals and referrals converting to study participants, for both Black and White persons, were from a Maryland Department of Health mailing to Medicaid recipients.",Medicaid is a healthcare payment program linked to recruitment for ADRD studies.
34785304,Yes,Professional referrals,Healthcare,professional referrals had the highest yield for white referrals and participants.,Professional referrals relate to healthcare access and participant recruitment.
34785304,Yes,Alzheimer's disease and related dementia (ADRD),AD/ADRD,Over five and a half million older Americans are estimated to be living with Alzheimer's disease and related dementia (ADRD).,ADRD is the primary health condition studied in the recruitment context.
34340591,No,Dementia with Lewy bodies (DLB),ADRD,"Individuals with dementia with Lewy bodies (DLB) commonly die from dementia-related causes, but little is known regarding caregiver experiences during the end-of-life period in DLB.",DLB is a subtype of dementia related to ADRD.
34340591,No,Caregiver experiences,ADRD,"End-of-life experiences for caregivers of individuals with DLB built on the accumulated burden of the disease course, where caregivers were often responsible for driving DLB care-from making the diagnosis to educating healthcare professionals and double-checking medical decisions.",Caregiver experiences are central to understanding ADRD progression and outcomes.
34090726,Yes,online educational module,Healthcare,Students were provided with a voluntary opportunity to complete an online educational module that focused on caring for persons with dementia.,Educational intervention in healthcare training.
34090726,Yes,persons with dementia,AD/ADRD,Data suggested that students developed an increased confidence in caring for persons with dementia after the education.,Target population for dementia care training.
33906932,No,C9orf72 repeat expansion (C9orf72<sup>RE</sup>),AD/ADRD,The chromosome 9 open reading frame 72 gene (C9orf72) hexanucleotide repeat expansion (C9orf72<sup>RE</sup>) is the most common genetic cause of behavioural variant frontotemporal dementia (bvFTD).,"Genetic cause of bvFTD, a dementia subtype."
33906932,No,behavioural variant frontotemporal dementia (bvFTD),AD/ADRD,The chromosome 9 open reading frame 72 gene (C9orf72) hexanucleotide repeat expansion (C9orf72<sup>RE</sup>) is the most common genetic cause of behavioural variant frontotemporal dementia (bvFTD).,Dementia subtype linked to C9orf72<sup>RE</sup>.
33618617,Yes,Test of Practical Judgment-Informant (TOP-J-Informant),Healthcare,"We developed an informant measure that captures compromised judgment related to safety, medical, financial, and social-ethical issues After item refinement and piloting in a memory disorders clinic, we utilized the Test of Practical Judgment-Informant (TOP-J-Informant) at two clinics in the Midwestern U.S., including 189 patient/informant dyads (mean age = 79.0, median years of education = 13, % female = 67.7) with various preclinical and clinical dementia conditions.",Healthcare tool used in memory disorders clinics for ADRD assessment.
33618617,Yes,"Diagnostic groups (subjective cognitive decline, MCI, dementia)",AD/ADRD,"We found psychometric support, including evidence for convergent, divergent, and criterion-related validity, and internal consistency. Importantly, we were able to discriminate between diagnostic groups in the expected direction.",ADRD conditions assessed using the healthcare tool.
33472498,Yes,Dementia Dialogues® program,Healthcare,This study evaluated new knowledge acquired and program satisfaction by North and South Carolina program participants (N = 235) after completing updated modules.,Healthcare education program for caregivers of ADRD patients.
33472498,Yes,Alzheimer's disease and related dementias (ADRD),AD/ADRD,the nationally registered Dementia Dialogues® program that delivers high-quality education to formal and informal caregivers of persons who exhibit signs and symptoms of Alzheimer's disease and related dementias (ADRD).,Target condition for caregiver education in the study.
32058804,No,Alzheimer's disease (AD),AD/ADRD,"In the AD group 25% fell below the 10th percentile-estimate, and 14% fell below the 5th percentile-estimate.",Study compares ADRD diagnostic tool performance in AD patients.
32058804,No,behavioral variant frontotemporal dementia (bvFTD),AD/ADRD,"The EHT is sensitive to impairment in both bvFTD and HD, where more than 80% of patients had lower scores than expected.",ADRD subtype analyzed for diagnostic tool sensitivity.
32058804,No,Huntington's disease (HD),AD/ADRD,In HD 65% fell below the 10th percentile-estimate.,ADRD-related disorder evaluated for diagnostic tool efficacy.
34946311,No,Aβ42/40 ratio,ADRD,"Sleep treatment for patients with SDB significantly improved all neuropsychological scores, Aβ42/40 ratio, and Tau-pT181 levels.",Biomarker associated with Alzheimer's disease pathology.
34946311,No,Tau-pT181,ADRD,"Sleep treatment for patients with SDB significantly improved all neuropsychological scores, Aβ42/40 ratio, and Tau-pT181 levels.",Biomarker linked to Alzheimer's disease progression.
34946311,No,donepezil treatment,ADRD,All patients received donepezil treatment for Alzheimer's disease.,Medication used for Alzheimer's disease management.
34946311,No,continuous pressure ventilation,ADRD,SDB was managed with continuous pressure ventilation.,Intervention for sleep-disordered breathing in Alzheimer's patients.
34926365,No,Alzheimer's Association virtual and online education and support,Healthcare,"Project VITAL leverages technology and community resources to create a network for connection, engagement, education, and support of individuals with dementia and their caregivers, and explores the impact of these interventions in reducing feelings of social isolation and increasing mood among residents during the COVID-19 pandemic.",Provides healthcare-related education and support for dementia caregivers.
34926365,No,evidence-based online professional dementia care staff training and certification,Healthcare,"Project VITAL leverages technology and community resources to create a network for connection, engagement, education, and support of individuals with dementia and their caregivers, and explores the impact of these interventions in reducing feelings of social isolation and increasing mood among residents during the COVID-19 pandemic.",Enhances healthcare quality through staff training in dementia care.
34926365,No,Alzheimer's disease and related dementias (ADRD),AD/ADRD,"Project VITAL leverages technology and community resources to create a network for connection, engagement, education, and support of individuals with dementia and their caregivers, and explores the impact of these interventions in reducing feelings of social isolation and increasing mood among residents during the COVID-19 pandemic.",Study focuses on individuals with dementia and their caregivers.
34851866,No,Donepezil,AD/ADRD,"Specific drugs for AD, including donepezil and memantine, may be effective in treating BPSD in individuals with moderate AD, with a favorable safety profile.",Mentions a drug used for AD treatment.
34851866,No,Memantine,AD/ADRD,"Specific drugs for AD, including donepezil and memantine, may be effective in treating BPSD in individuals with moderate AD, with a favorable safety profile.",Mentions a drug used for AD treatment.
34851866,No,Behavioral and psychological symptoms of dementia (BPSD),AD/ADRD,Behavioral and psychological symptoms of dementia (BPSD) are common in individuals with Alzheimer disease (AD).,Describes a symptom cluster in AD.
34786953,No,,,,
34547718,No,Alzheimer's disease (AD) brain signature,AD/ADRD,"MRI-based measures at mean age 68 included predicted brain age difference (PBAD), Alzheimer's disease (AD) brain signature, and abnormal white matter scores.",Mentions AD biomarker in brain aging analysis.
34547718,No,predicted brain age difference (PBAD),AD/ADRD,"MRI-based measures at mean age 68 included predicted brain age difference (PBAD), Alzheimer's disease (AD) brain signature, and abnormal white matter scores.",Linked to brain aging and AD risk assessment.
34341147,No,,,,
34228317,Yes,Health Care Professional,Healthcare,BPSDs were measured monthly by Health Care Professional using Neuro-Psychiatric Inventory (NPI).,Healthcare professionals are part of healthcare services.
34228317,Yes,Alzheimer's disease,AD/ADRD,70.6% with Alzheimer's disease,Alzheimer's disease is a type of ADRD.
33640268,No,Alzheimer's disease (AD) pathology,AD/ADRD,"In older adults undergoing hip fracture repair, depressive symptoms were associated with underlying AD pathology and postoperative delirium.",Directly references AD pathology as a key outcome.
33640268,No,Cerebrospinal fluid (CSF) biomarkers,AD/ADRD,"Cerebrospinal fluid (CSF) was obtained during spinal anesthesia and assayed for amyloid-beta (Aβ) 40, 42, total tau (t-tau), and phosphorylated tau (p-tau)181.",CSF biomarkers are core indicators of AD pathology.
33640268,No,Postoperative delirium,AD/ADRD,"The goal of this study was to explore the association between depression and postoperative delirium in hip fracture patients, and to examine Alzheimer's disease (AD) pathology as a potential underlying mechanism linking depressive symptoms and delirium.",Delirium is a clinical outcome linked to AD progression.
33164253,Yes,dementia-specific services,Healthcare,"T2 interviews revealed that caregivers experienced growth in their role, benefitted from peer interactions, feelings of guilt were addressed and they were using out-of-home dementia-specific services.",Refers to healthcare access for dementia care.
33164253,Yes,dementia caregivers,AD/ADRD,The 'Help and Support for Caregivers and Patients' psycho-education group aims to educate and support dementia caregivers.,Directly relates to individuals managing ADRD patients.
34342032,No,Alzheimer's disease,AD/ADRD,"We demonstrate the methods in an applied example looking at the effects of intelligence, education and household income on the risk of Alzheimer's disease.",Outcome variable in the study's applied example.
34597386,No,LATE-NC,ADRD,We examined data from the National Alzheimer's Coordinating Center to compare clinical features of autopsy-confirmed LATE-NC and FTLD-TDP.,LATE-NC is a neuropathologic change associated with ADRD.
34597386,No,FTLD-TDP,ADRD,We examined data from the National Alzheimer's Coordinating Center to compare clinical features of autopsy-confirmed LATE-NC and FTLD-TDP.,FTLD-TDP is a type of frontotemporal lobar degeneration linked to ADRD.
34597386,No,Alzheimer disease neuropathology,ADRD,"LATE-NC participants were older at death, more likely to carry APOE ε4, more likely to have Alzheimer disease neuropathology, and had lower (i.e. less severe) final CDR global scores than those with FTLD-TDP.",Alzheimer disease neuropathology is a core feature of ADRD.
34597386,No,CDR global scores,ADRD,"Cognitive and behavioral symptoms were compared, stratified by level of impairment based on global clinical dementia rating (CDR) score.","CDR scores measure dementia severity, a key ADRD outcome."
34755541,No,Alzheimer's disease,ADRD,"Participants with CAA, mild cognitive impairment, mild dementia due to Alzheimer's disease, and normal cognition were recruited from stroke and dementia clinics and community advertising.",Study compares Alzheimer's disease with CAA and other cognitive conditions.
34755541,No,Cerebral Amyloid Angiopathy (CAA),ADRD,"Background Cerebral amyloid angiopathy (CAA) causes cognitive decline, but it is not known whether it is associated with neuropsychiatric symptoms (NPS).",CAA is a focus of the study as a cause of cognitive decline.
34086851,No,Alzheimer's disease (AD),AD/ADRD,"neurological diseases [such as Alzheimer's disease (AD) and amyotrophic lateral sclerosis] and anthropometric traits (such as college completion, education and subjective well-being) in postnatal brains.",Directly named as a neurological disease in the study context.
35382259,No,education,Healthcare,Older adults with lower education are at greater risk for dementia.,"Education is a socioeconomic factor, not a healthcare factor."
35382259,No,college degree completion,Healthcare,College degree completion differentiates individual-based and neighborhood-based measures of socioeconomic status and disadvantage.,"Education level is a socioeconomic indicator, not a healthcare factor."
35382259,No,dementia severity,AD/ADRD,"Declining brain system segregation predicts impending changes in dementia severity, measured up to 10 years past the last scan date.",Dementia severity is an outcome of ADRD progression.
34979671,Yes,healthcare access,Healthcare,"the rate of taking MCI seniors to the doctor, 32%",Indicates healthcare-seeking behavior for cognitive impairment.
34979671,Yes,mild cognitive impairment (MCI),AD/ADRD,"the rate of taking MCI seniors to the doctor, 32%",MCI is a precursor to Alzheimer's disease and related dementias.
34697158,Yes,Herpes Zoster Vaccination,Healthcare,Our finding that HZ vaccination reduces the risk of dementia is consistent with the link between viruses and AD.,Vaccination is a healthcare intervention impacting dementia risk.
34697158,Yes,Dementia,AD/ADRD,Our finding that HZ vaccination reduces the risk of dementia is consistent with the link between viruses and AD.,Dementia is the health outcome associated with healthcare intervention.
34606212,Yes,community health nurses,Healthcare,The implications for community health nurses in assisting individuals with early-onset Alzheimer's disease and their families are discussed.,Mentions healthcare providers' role in ADRD support.
34606212,Yes,early-onset Alzheimer's disease,AD/ADRD,"The purpose of this study was to examine the lived experiences of a 54-year-old man with early-onset Alzheimer's disease and his family (wife, sister, and mother) to understand the effects on the family unit.",Directly refers to the ADRD condition studied.
34555475,No,,,,
34507239,Yes,primary care,Healthcare,This study investigated the prevalence of MCI among Lebanese older adults and associated risk factors in primary care.,Primary care is a healthcare setting where early detection and intervention occur.
34507239,Yes,Alzheimer's disease,AD/ADRD,Identification of patients with history of smoking and at risk of depression may serve as an opportunity to offer intensive counseling and targeted treatment to delay the onset or progression of MCI to Alzheimer's disease.,Study links primary care interventions to delaying ADRD onset.
34428720,No,physical activity,Healthcare,The present study assessed the association between everyday life physical activity using an actigraph accelerometer and cognitive functioning and early Alzheimer's disease pathology via positron emission tomography amyloid-β and tau and diffusion tension imaging measures of white matter integrity in 61 non-demented adults with DS.,Physical activity linked to cognitive functioning in ADRD
34428720,No,Down syndrome,AD/ADRD,Adults with Down syndrome (DS) are at risk for Alzheimer's disease.,Down syndrome as a risk factor for ADRD
34399870,No,,,,
34311955,Yes,self-rated health,Healthcare,"Poorer self-rated health was associated with higher risk of incident dementia in HRS (HR: 1.18, 95%CI: 1.12-1.24, p < .001) and ELSA (HR: 1.38, 95%CI: 1.23-1.55, p < .001).",Self-rated health reflects healthcare-related self-assessment of health status.
34311955,Yes,incident dementia,AD/ADRD,"Poorer self-rated health was associated with higher risk of incident dementia in HRS (HR: 1.18, 95%CI: 1.12-1.24, p < .001) and ELSA (HR: 1.38, 95%CI: 1.23-1.55, p < .001).",Incident dementia is the primary outcome related to ADRD.
34252201,No,AD dementia risk estimates,ADRD,"Guidelines for the disclosure of AD dementia risk estimates and biomarker results to cognitively unimpaired adults should account for the needs and interests of individuals and their family members, who may step into a pre-caregiver role.","Entity refers to Alzheimer's dementia risk assessment, a core ADRD focus."
34252201,No,amyloid-β PET scan results,ADRD,"Interviewees were asked about their desire for information regarding their family member's AD dementia risk, baseline expectations of risk, understanding of amyloid-β PET scan results, and the impact of AD dementia risk information on emotions, health behaviors, and future plans, as well as on perceptions of their family member's or friend's memory.",Amyloid-β PET scans are biomarkers directly linked to ADRD diagnosis.
34111957,Yes,healthcare professional education,Healthcare,"In conclusion, the lack of knowledge and unique needs of carers highlight the importance of public awareness campaigns and healthcare professional education to support carers with FTD symptom impact.",Mentions healthcare professional education as a support resource for carers.
34111957,Yes,frontotemporal dementia (FTD),AD/ADRD,"The aim of this systematic review was to describe the subjective experience of being an informal carer of a person with FTD and to identify the specific needs, coping strategies and helpful support resources of this carer population.",FTD is a type of dementia within the ADRD category.
33675003,No,Quality of Life in Alzheimer Disease (QoL-AD),ADRD,"We used the Quality of Life in Alzheimer Disease (QoL-AD) survey to evaluate QoL as an outcome and evaluated its association with sociodemographic, lifestyle, clinical, and past medical history variables.",QoL-AD is a validated measure for Alzheimer's disease outcomes.
33487058,No,,,,
32909879,No,,,,
32896168,No,MCI-LB,ADRD,To compare the neuropsychiatric symptoms (NPS) of patients with mild cognitive impairment with Lewy bodies (MCI-LB) with those with mild cognitive impairment due to Alzheimer's disease (MCI-AD).,MCI-LB is a precursor to dementia with Lewy bodies.
32896168,No,MCI-AD,ADRD,To compare the neuropsychiatric symptoms (NPS) of patients with mild cognitive impairment with Lewy bodies (MCI-LB) with those with mild cognitive impairment due to Alzheimer's disease (MCI-AD).,MCI-AD is a precursor to Alzheimer's disease.
32896168,No,Neuropsychiatric Inventory (NPI),ADRD,Neuropsychiatric profiles were evaluated by the Neuropsychiatric Inventory (NPI).,NPI assesses symptoms in ADRD subtypes.
32896168,No,Lewy Body Neuropsychiatric Supportive Symptom Count (LBNSSC),ADRD,"The Lewy Body Neuropsychiatric Supportive Symptom Count (LBNSSC) was used to assess give supportive clinical features of DLB (systematized delusions, hallucinations in non-visual modalities, apathy, anxiety, and depression).",LBNSSC evaluates DLB-related symptoms.
33437991,No,,,,
34493618,No,Cognitive reserve indicator,Healthcare,"CR indicator encompassing education, early-life, mid-life, and late-life cognitive activities and late-life social activity was ascertained at baseline and categorized as tertiles (lowest, middle, and highest).","CR indicator includes education and cognitive activities, which are part of the Healthcare category."
34493618,No,Global cognition,AD/ADRD,"In multi-adjusted mixed-effect models, compared to the lowest CR, the highest was related to a slower decline in global cognition (β = 0.028, 95% confidence interval [CI] 0.012-0.043)...",Global cognition decline is a key outcome in ADRD studies.
34493618,No,Episodic memory,AD/ADRD,"...episodic memory (β = 0.028, 95% CI 0.010-0.047)...",Episodic memory decline is a hallmark of ADRD.
34493618,No,Working memory,AD/ADRD,"...working memory (β = 0.019, 95% CI 0.005-0.033)...",Working memory impairment is associated with ADRD progression.
34666711,Yes,advance care planning (ACP),Healthcare,"In this paper, we present a dementia-specific tool developed in Western Switzerland, discuss results of a pilot trial designed to promote ACP among PWED and their relatives, and discuss the feasibility and acceptability of the intervention and the study protocol in prevision of a large scale trial.",ACP is a healthcare intervention targeting dementia care.
34666711,Yes,healthcare providers,Healthcare,Feasibility was explored according to how the recruitment procedure unfurled and based on the necessary revisions to the study protocol and healthcare providers' reason for excluding a PWED from the study.,Healthcare providers' actions impact study feasibility.
34666711,Yes,early dementia (PWED),AD/ADRD,Advance care planning (ACP) is particularly appropriate for persons with early dementia (PWED) since it promotes conversations about dementia-specific illness scenarios...,Study focuses on early dementia patients.
34244708,No,cognitive aging outcomes,ADRD,"Positive psychosocial factors predict cognitive aging outcomes above and beyond known risk factors and may also correspond to upstream determinants that open up new avenues for prevention and intervention, as well as for reducing racial/ethnic inequalities in dementia.",Linked to dementia prevention and cognitive health.
34244708,No,dementia,ADRD,"historically marginalized racial/ethnic groups face disproportionate barriers to accessing certain psychosocial protective factors (e.g., perceived control), these same groups also exhibit naturally occurring sources of psychosocial resilience (e.g., religious involvement) that allow them to achieve better late-life cognitive health than would be otherwise expected.",Mentions racial/ethnic disparities in dementia outcomes.
34677596,Yes,health care costs,Healthcare,"Using a health care sector perspective, which included only individual patient health care costs, the ICER for the hypothetical treatment was $192 000 per QALY gained.",Healthcare costs directly impact treatment cost-effectiveness.
34677596,Yes,health care sector perspective,Healthcare,"Using a health care sector perspective, which included only individual patient health care costs, the ICER for the hypothetical treatment was $192 000 per QALY gained.",Healthcare sector perspective defines cost inclusion scope.
34677596,Yes,caregiver health care costs,Healthcare,"The inclusion of estimated caregiver health care costs produced almost no change in the ICER, but the inclusion of QALYs gained by caregivers led to a substantial reduction in the ICER for the hypothetical treatment, to $107 000 per QALY gained in the health sector perspective.",Caregiver healthcare costs influence treatment cost-effectiveness.
34677596,Yes,Alzheimer disease (AD),AD/ADRD,"The possibility of widespread use of a novel effective therapy for Alzheimer disease (AD) will present important clinical, policy, and financial challenges.",AD is the primary health condition studied.
34399309,No,Frontotemporal Dementia (FTD),AD/ADRD,Frontotemporal Dementia (FTD) is a neurodegenerative disorder that results in disinhibition and difficulty with flexible responding when provided feedback.,FTD is a type of dementia related to Alzheimer's disease and related dementias (ADRD).
34399309,No,neural correlates,AD/ADRD,The objective of the study was to evaluate the neural mechanisms underlying impaired flexible behavioural responding in FTD using a reversal learning paradigm combined with fMRI.,"Neural mechanisms are studied in the context of FTD, a subtype of ADRD."
34034295,Yes,clinical care,Healthcare,"Aspects of clinical care valued by individuals with DLB and caregivers included clinician time, diagnosis, education, symptom management, communication, and caring staff.",Refers to healthcare delivery quality and patient-provider interactions.
34034295,Yes,caregiver support,Healthcare,Unmet needs or challenges included... caregiver support...,Highlights healthcare system gaps in supporting dementia caregivers.
34034295,Yes,Dementia With Lewy Bodies (DLB),ADRD,"Patient-centered care requires understanding patient preferences and needs, but research on the clinical care preferences of individuals living with dementia and caregivers is sparse, particularly in dementia with Lewy bodies (DLB).",A specific type of Alzheimer's disease and related dementias.
34034295,Yes,advance care planning,Healthcare,Unmet needs or challenges included... assistance with advance care planning...,Relates to healthcare decision-making processes for dementia patients.
34034295,Yes,specialty care access,Healthcare,Improving care for individuals with DLB and their families will require... increasing specialty care access...,Addresses healthcare system accessibility for specialized dementia care.
33136558,No,,,,
34560903,Yes,healthcare access,Healthcare,"those recruited via an intermediary (e.g. pension funds, local Alzheimer's associations, University of the 3rd Age, sports clubs) (2.15 [1.45-3.20]).",Recruitment through intermediaries reflects healthcare access disparities.
34560903,Yes,healthcare payment,Healthcare,Barriers to implementing lifestyle changes for dementia prevention include ... (perceived) financial costs.,Perceived financial costs relate to healthcare payment barriers.
34560903,Yes,dementia prevention,AD/ADRD,Ancillary study during recruitment and follow-up of the 3-year Multidomain Alzheimer Preventive Trial (MAPT)... prevention of cognitive decline.,Study focuses on dementia prevention as an ADRD outcome.
34542418,Yes,Virtual reality (VR) in the form of head-mounted displays (HMDs),Healthcare,"Virtual reality (VR) in the form of head-mounted displays (HMDs) is a fully immersive technology that provides access to a wide range of freely available content. The use of VR as a therapy tool has demonstrated promise in the treatment of posttraumatic stress disorder and anxiety. In addition, VR has been used to improve conditions including depression, anxiety, cognitive function, and balance in older adults with memory deficits, Alzheimer disease, and Parkinson disease.",VR as a healthcare intervention tool for ADRD populations.
34542418,Yes,Alzheimer disease,AD/ADRD,"In addition, VR has been used to improve conditions including depression, anxiety, cognitive function, and balance in older adults with memory deficits, Alzheimer disease, and Parkinson disease.",ADRD condition targeted in the study.
34511121,Yes,educational programme,Healthcare,"THERAD is a monocentric, randomized, controlled trial assessing the effects of a 2-month educational programme in mild to moderately severe AD patients among 98 dyads (caregiver/patient) on caregiver-reported patient quality of life (QOL) at 2 months.",Educational programme is a healthcare intervention targeting ADRD patients.
34511121,Yes,Alzheimer's disease patients' quality of life,AD/ADRD,We aimed to evaluate an intervention by using a 'dyadic' approach (patient and caregiver) in both intervention and assessment.,Study focuses on Alzheimer's disease and its impact on patient quality of life.
34290080,No,Alzheimer's disease,ADRD,"Alzheimer's disease is associated with sleep disruption, often before significant memory decline.",Directly references the disease under study.
34290080,No,tau burden,ADRD,"Tau burden, but not Aβ, was associated with markedly worse objective sleep.",Pathological marker linked to ADRD progression.
34290080,No,β-amyloid (Aβ) burden,ADRD,"Aβ burden predicted a unique perceptual mismatch between objective and subject sleep evaluation, with individuals underestimating their sleep.",Pathological marker associated with ADRD-related sleep misperception.
34290080,No,actigraphy,Healthcare,"These data support the role of sleep impairment as a key marker of early Alzheimer's disease, and offer the possibility that actigraphy may be an affordable and scalable tool in quantifying Alzheimer's disease-related behavioral changes.",Method used for objective sleep measurement in healthcare contexts.
34488653,No,dementia,ADRD,"Changes in BI scores were significantly influenced by a set of socio-demographics (i.e., sex, education, living arrangement, and hobbies), disease conditions (i.e., dementia and diabetes mellitus), and EHRs features...",Dementia is a key condition in ADRD and is listed as a disease condition influencing BI scores.
34488653,No,electronic health records (EHRs),Healthcare,The aim of the present study was to utilize electronic health records (EHRs) and data mining techniques to develop a generic procedure for identifying prognostic factors that influence BI score changes among community-dwelling elderly.,EHRs are a healthcare system tool used to track health data and predict outcomes.
34488653,No,hospital admissions,Healthcare,"Changes in BI scores were significantly influenced by... EHRs features (i.e., event counts in allergies, diagnoses, accidents, wounds, hospital admissions, injections, etc.).",Hospital admissions are healthcare utilization metrics linked to health outcomes.
34501947,No,dementia,ADRD,"The falling group comprised older and single people with lower education levels, higher rates of dementia, a history of falls, lower scores on the Mini-Mental State Examination, and more disability functions when compared to the non-falling group (all p < 0.05).",Dementia is a key component of Alzheimer's disease and related dementias (ADRD).
34906020,No,,,,
34542955,No,Frontotemporal lobar degeneration (FTLD),AD/ADRD,"This article systematically reviews current literature on the efficacy and efficiency of selective serotonin reuptake inhibitors (SSRIs) in the treatment of patients with frontotemporal lobar degeneration (FTLD), with a particular focus on behavior and cognitive functions.",FTLD is a type of dementia related to ADRD.
34304037,No,,,,
34303293,No,,,,
34130107,No,dementia with Lewy bodies (DLB),ADRD,We investigated whether cerebrovascular disease contributes to neurodegeneration and clinical phenotype in dementia with Lewy bodies (DLB).,"Study focuses on DLB, a subtype of ADRD."
