PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
30927917,dietary fatty acid intake,Yes,['diet'],The purpose of this study was to assess the dietary fatty acid intake and its effect on plasma fatty acids in elderly Saudi women and to compare the differences in their food and plasma fatty acid profile on the basis of their residence.,"Assesses dietary intake, a component of diet."
30927917,ω-3 fatty acids,Yes,['diet'],"A 24-h dietary recall method for 3 days and food frequency questionnaire, concentrating on fish consumption and consumption of foods rich in ω-3 fatty acids, which was planned by dietitians, was used for dietary assessment.",The entity is related to dietary intake and assessment.
30927917,LA,Yes,['diet'],"As compared to the AD group, the concentration of LA and total ω-6 was significantly (p ≤ 0.05) higher in the control group from both recruitment sites [National Guard Health Affairs, King Abdulaziz Medical City, Riyadh (NGH) and Social Welfare Homes for the Elderly (SWH)].",LA is a dietary fatty acid intake measure.
30927917,EPA,Yes,['diet'],"Similarly, the concentrations of EPA, DHA, and ω-3 were also slightly higher in the control group at both sites, but the difference between the control and AD subjects was only significant (p ≤ 0.05) in subjects from NGH.",EPA is a dietary fatty acid related to AD.
30927917,DHA,Yes,['diet'],"Similarly, the concentrations of EPA, DHA, and ω-3 were also slightly higher in the control group at both sites, but the difference between the control and AD subjects was only significant (p ≤ 0.05) in subjects from NGH.",DHA is a dietary fatty acid related to AD.
30927917,ω-6,Yes,['diet'],"As compared to the AD group, the concentration of LA and total ω-6 was significantly (p ≤ 0.05) higher in the control group from both recruitment sites [National Guard Health Affairs, King Abdulaziz Medical City, Riyadh (NGH) and Social Welfare Homes for the Elderly (SWH)].",ω-6 is a dietary fatty acid intake measure.
30927917,dietary intervention,Yes,['diet'],We found that dietary intervention might play a role in the prevention of AD.,Dietary intervention relates to diet and nutritional intake.
30698630,Mediterranean diet,Yes,['diet'],Accumulating evidence suggests that higher Mediterranean diet (MedDiet) adherence is associated with higher global cognitive performance and brain structural integrity as well as decreased risk of Alzheimer disease (AD) and vascular dementia (VaD).,Mediterranean diet is a type of dietary pattern.
30698630,MedDiet,Yes,['diet'],"We directly examined cross-sectional associations between the MedDiet and cognitive and neuroimaging phenotypes associated with AD and VaD (separately) in a cohort of nondemented, nondepressed older adults.",MedDiet refers to a dietary pattern.
31683488,eating habits,Yes,['diet'],"Several behavioral abnormalities were differentially present, of which aggression, self-care (both more frequent in bvFTD), and eating habits, specifically overeating and altered dietary preference (more frequent in SD), were the most valuable in group discrimination.",Relates to dietary patterns and preferences.
31683488,altered dietary preference,Yes,['diet'],"Several behavioral abnormalities were differentially present, of which aggression, self-care (both more frequent in bvFTD), and eating habits, specifically overeating and altered dietary preference (more frequent in SD), were the most valuable in group discrimination.",Relates to changes in dietary habits and preferences.
31127782,dietary habits,Yes,['diet'],"Subjects in INT+MNT and INT-only groups participated in a 4-week intensive group-based lifestyle modification program that focused on physical activity, vascular risk factors, dietary habits, cognitive activities, and social engagement.",Refers to the regular pattern of food consumption.
30776012,Mediterranean diet,Yes,['diet'],"By contrast, healthy lifestyle choices such as leisure activities, physical exercise, and Mediterranean diet are considered protective against AD.",Mediterranean diet is a dietary pattern.
30756119,Mediterranean-type diet,Yes,['diet'],"On the contrary, some oral antidiabetic drugs, education and intellectual activity, a Mediterranean-type diet or using Healthy Diet Indicator, consumption of unsaturated fatty acids seemed to have a protective effect.",Mediterranean-type diet is a dietary pattern.
30756119,Healthy Diet Indicator,Yes,['diet'],"On the contrary, some oral antidiabetic drugs, education and intellectual activity, a Mediterranean-type diet or using Healthy Diet Indicator, consumption of unsaturated fatty acids seemed to have a protective effect.",Measures adherence to a healthy dietary pattern
30756119,unsaturated fatty acids,Yes,['diet'],"On the contrary, some oral antidiabetic drugs, education and intellectual activity, a Mediterranean-type diet or using Healthy Diet Indicator, consumption of unsaturated fatty acids seemed to have a protective effect.",Entity is related to dietary consumption pattern.
30475764,poor diet,Yes,['diet'],"Participants randomized to the SMARRT group will work with a behavioral coach and nurse to develop a personalized plan related to their risk factors (poorly controlled hypertension, diabetes with evidence of hyper or hypoglycemia, depressive symptoms, poor sleep quality, contraindicated medications, physical inactivity, low cognitive stimulation, social isolation, poor diet, smoking).",Poor diet is related to dietary pattern and content.
30859793,nutrition,Yes,['diet'],"Chronic diseases, nutrition, and socioeconomic status also had a large effect on disability.",Nutrition is related to dietary patterns and intake.
30375373,Mediterranean diet,Yes,['diet'],"Higher MeDi score was associated with less Aβ accumulation in our cohort (β = -0.01 ± 0.004, p = 0.0070).",Mediterranean diet is a dietary pattern.
30375373,fruit,Yes,['diet'],"Of the individual MeDi score components, a high intake of fruit was associated with less accumulation of Aβ (β = -0.04 ± 0.01, p = 0.00036).",High fruit intake linked to reduced Aβ accumulation.
30021248,food and fluid intake,Yes,['diet'],"Environmental modifications such as, change of routine, context or ambience at mealtimes, or behavioural modifications, such as education or training of people with dementia or caregivers, may be considered to try to improve food and fluid intake and nutritional status of people with dementia.",Improving food intake relates to dietary patterns.
30021248,nutritional status,Yes,['diet'],Primary: To assess the effects of environmental or behavioural modifications on food and fluid intake and nutritional status in people with dementia.,Relates to food and fluid intake assessment.
30021248,food intake,Yes,['diet'],"This type of intervention may have a small positive effect on food intake,",Relates to the regular pattern of food consumption.
29055814,diet,Yes,['diet'],"Participants were randomized 1:1 to multidomain intervention (diet, exercise, cognition, and vascular risk management) and regular health advice.",Part of multidomain intervention affecting cognition.
30452411,food intake,Yes,['diet'],The aim of the present study was to assess the impact of odorizing the dining room of AD Units with a meat odor before lunch on subsequent food intake and eating behavior.,Relates to consumption pattern of individuals with ADRD.
30452411,meat odor,Yes,['diet'],"They participated in two control lunches and two primed lunches, for which a meat odor was diffused in the dining room 15 minutes before the arrival of the meal tray (olfactory priming).",Meat odor influences food intake in AD patients.
30452411,food odors,Yes,['diet'],"This led to the disappearance of cues that could help residents to foresee mealtime, such as the smell of food odors.",Relates to food intake and eating behavior.
30452411,meat and vegetable consumption,Yes,['diet'],"Results of the first replication showed a significant effect of olfactory priming, with a 25% increase in meat and vegetable consumption compared to the control condition.","Measures food intake, related to dietary pattern"
29865052,obesity,Yes,['diet'],"Similarly, obesity (30.2±0.2% ) , diabetes (11.0±0.1% ) , and physical inactivity (29.4±0.2% ) levels were significantly higher in rural populations compared to urban (29.1±0.2%, 9.7±0.1%, and 26.7±0.3, respectively).",Obesity is related to dietary patterns and habits.
29865052,diabetes,No,[],"Similarly, obesity (30.2±0.2% ) , diabetes (11.0±0.1% ) , and physical inactivity (29.4±0.2% ) levels were significantly higher in rural populations compared to urban (29.1±0.2%, 9.7±0.1%, and 26.7±0.3, respectively).","Diabetes is a health condition, not a food factor."
29254092,lipid metabolism,No,[],"A spectrum of changes in lipid metabolism has been identified in ALS-FTD, with total cholesterol levels found to potentially impact on survival.","Entity is not a food factor, related to metabolism"
29254092,fat intake,Yes,['diet'],"Triglyceride and HDL cholesterol levels correlated to fat intake, BMI, and measures of cognition and disease duration.",Fat intake is related to dietary pattern.
29254092,eating behavior,Yes,['diet'],Patients with frontotemporal dementia (FTD) and amyotrophic lateral sclerosis (ALS) exhibit changes in eating behavior that could potentially affect lipid levels.,Eating behavior relates to dietary patterns and food intake.
29212772,coffee consumption,Yes,['diet'],"There was suggestive evidence for potential associations between genetically predicted higher quantity of smoking (per 10 cigarettes a day: 0.69, 0.49 to 0.99; P=0.04) and 25-hydroxyvitamin D concentrations (per 20% higher levels: 0.92, 0.85 to 0.98; P=0.01) and lower odds of Alzheimer's and between higher coffee consumption (per one cup a day: 1.26, 1.05 to 1.51; P=0.01) and higher odds of Alzheimer's.",Coffee consumption is related to dietary habits.
29212772,25-hydroxyvitamin D concentrations,Yes,['diet'],"There was suggestive evidence for potential associations between genetically predicted higher quantity of smoking (per 10 cigarettes a day: 0.69, 0.49 to 0.99; P=0.04) and 25-hydroxyvitamin D concentrations (per 20% higher levels: 0.92, 0.85 to 0.98; P=0.01) and lower odds of Alzheimer's and between higher coffee consumption (per one cup a day: 1.26, 1.05 to 1.51; P=0.01) and higher odds of Alzheimer's.",Vitamin D is related to dietary intake and Alzheimer's.
29212772,serum folate,Yes,['diet'],"Genetically predicted alcohol consumption, serum folate, serum vitamin B<sub>12</sub>, homocysteine, cardiometabolic factors, and C reactive protein were not associated with Alzheimer's disease.",Serum folate is related to dietary intake.
29212772,serum vitamin B<sub>12</sub>,Yes,['diet'],"Genetically predicted alcohol consumption, serum folate, serum vitamin B<sub>12</sub>, homocysteine, cardiometabolic factors, and C reactive protein were not associated with Alzheimer's disease.",Serum vitamin B12 is related to dietary intake.
29070566,high-glycemic diet,Yes,['diet'],A high-glycemic diet is associated with cerebral amyloid burden in cognitively normal older adults,Describes dietary pattern related to amyloid burden
29070566,high-glycemic-load diet (HGLDiet) pattern,Yes,['diet'],"HGLDiet pattern adherence (P = 0.01), sugar intake (P = 0.03), and carbohydrate intake (P = 0.05) were significantly higher in participants with elevated amyloid burden.",Describes dietary pattern related to amyloid burden.
29070566,sugar intake,Yes,['diet'],sugar intake (P = 0.03) was significantly higher in participants with elevated amyloid burden.,Describes dietary pattern related to amyloid burden.
29070566,carbohydrate intake,Yes,['diet'],carbohydrate intake (P = 0.05) was significantly higher in participants with elevated amyloid burden.,Describes dietary pattern related to ADRD risk.
28806610,alcohol,Yes,['diet'],"Risk factors for transition from MCI to AD were being female (HR: 1.82; 95%CI: 1.20-2.77), older age (HR: 3.09; 95%CI: 1.81-5.25), reading occasionally (HR: 1.79; 95%CI: 1.11-2.89), current smoking (HR: 1.74; 95%CI: 1.15-2.65), light-moderate alcohol drinker (HR: 2.24; 95%CI: 1.42-3.53), cerebrovascular disease (HR: 2.70; 95%CI: 1.68-4.34), hyperlipidemia (HR: 1.87; 95%CI: 1.16-3.02) and diabetes (HR: 1.81; 95%CI: 1.18-2.77).",Alcohol consumption is related to dietary patterns.
28806610,smoking,No,[],"Risk factors for transition from MCI to AD were being female (HR: 1.82; 95%CI: 1.20-2.77), older age (HR: 3.09; 95%CI: 1.81-5.25), reading occasionally (HR: 1.79; 95%CI: 1.11-2.89), current smoking (HR: 1.74; 95%CI: 1.15-2.65), light-moderate alcohol drinker (HR: 2.24; 95%CI: 1.42-3.53), cerebrovascular disease (HR: 2.70; 95%CI: 1.68-4.34), hyperlipidemia (HR: 1.87; 95%CI: 1.16-3.02) and diabetes (HR: 1.81; 95%CI: 1.18-2.77).",Smoking is not a food factor
28949318,nutritional-gerontologic dietary standards,Yes,['diet'],"It is necessary to identify and evaluate risk factors for the occurrence of preventable diseases, change the negative health behaviors in the elderly, and apply the nutritional-gerontologic dietary standards at old people's homes including follow up of dietary intake of nutrients such as vitamins and mineral, with special reference to psychogeriatric patients.",Refers to dietary guidelines for elderly care.
28949318,dietary intake of nutrients,Yes,['diet'],"It is necessary to identify and evaluate risk factors for the occurrence of preventable diseases, change the negative health behaviors in the elderly, and apply the nutritional-gerontologic dietary standards at old people's homes including follow up of dietary intake of nutrients such as vitamins and mineral, with special reference to psychogeriatric patients.",Refers to the regular pattern of nutrient consumption.
28949318,vitamins,Yes,['diet'],"It is necessary to identify and evaluate risk factors for the occurrence of preventable diseases, change the negative health behaviors in the elderly, and apply the nutritional-gerontologic dietary standards at old people's homes including follow up of dietary intake of nutrients such as vitamins and mineral, with special reference to psychogeriatric patients.",Related to dietary intake and nutritional standards.
28949318,mineral,Yes,['diet'],"It is necessary to identify and evaluate risk factors for the occurrence of preventable diseases, change the negative health behaviors in the elderly, and apply the nutritional-gerontologic dietary standards at old people's homes including follow up of dietary intake of nutrients such as vitamins and mineral, with special reference to psychogeriatric patients.",Related to dietary intake of nutrients.
28363508,Mediterranean diet,Yes,['diet'],"Several factors including statins, light-to-moderate alcohol consumption, compliance with a Mediterranean diet, higher educational attainment, physically and cognitively stimulating activities, and APOE ε2 appeared to be associated with a decreased risk of AD onset.",Mediterranean diet is related to dietary pattern.
28375912,food preparation,Yes,['diet'],"Despite past widespread negative prognoses of taste and smell disorders, more recent work in the last 10 years has shown an improved prognosis for smell and taste recovery in most disorders, and recommendations for changes in food preparation have helped many patients enjoy their food and increase their appetite.",Relates to changes in food preparation affecting diet.
28375912,food,Yes,['diet'],"Despite past widespread negative prognoses of taste and smell disorders, more recent work in the last 10 years has shown an improved prognosis for smell and taste recovery in most disorders, and recommendations for changes in food preparation have helped many patients enjoy their food and increase their appetite.",Entity 'food' relates to dietary habits and preparation.
28375912,appetite,Yes,['diet'],"Recurrent bad smells and tastes are not uncommon in these disorders, which cause major impairment in quality of life, including loss of appetite, decreased eating, and weight loss.",Loss of appetite affects food consumption patterns.
28946566,alcohol consumption,Yes,['diet'],"The risk of FTD was decreased by alcohol consumption (adj. OR 0.30, 95% CI 0.14-0.63);",Alcohol consumption is related to dietary habits.
28946566,coffee intake,Yes,['diet'],No association was found for smoking and coffee intake.,Coffee intake is related to dietary habits.
28946566,alcohol consumers,Yes,['diet'],"risk reduction was significant in current alcohol consumers (adj. OR 0.22, 95% CI 0.10-0.51).",Alcohol consumption is related to dietary habits.
28946566,duration of exposure,No,['Undefined'],"The risk of FTD inversely correlated with the duration of exposure (adj. OR 0.88, 95% CI 0.81-0.95, for every 5 years of exposure increase).",Not related to food factor
28869471,daily drinking,Yes,['diet'],"Age, low education, fewer close friends, and daily drinking were independent risk factors for SCD progressing to MCI.",Daily drinking relates to regular consumption pattern.
28740740,dietary elements,Yes,['diet'],"In fact, our genetic basis can be modulated, modified, and changed by our experiences such as education and life events; daily, by sleep schedules and habits; or also by dietary elements.",Relates to regular pattern of food consumption.
28740740,healthy diet,Yes,['diet'],"In this paper, we will review some current scientific research on how our experiences are able to modulate the structural organization of the brain and how a healthy lifestyle (regular physical activity, correct sleep hygiene, and healthy diet) appears to positively affect cognitive reserve.",Entity 'healthy diet' relates to dietary pattern.
27578615,education,No,[],"Finally, we demonstrate the ability of our approach to identify biologically plausible SNP-education interactions relative to Alzheimer's disease status using genome-wide association study data from the Alzheimer's Disease Neuroimaging Initiative (ADNI).",Entity is not a food factor
27209328,tea consumption,Yes,['diet'],"Elderly, low educational level, heavy smoking, heavy alcohol consumption, diabetes and stroke were associated with dementia; tea consumption was associated with low prevalence of Alzheimer's disease and severe cognitive impairment.",Tea consumption is related to dietary habits.
27218874,Beer Drinking,Yes,['diet'],"Beer drinking decreased (p = 0.024; OR = 0.35, CI = 0.14 to 0.87) the prevalence of Aβ-IR and was associated with a significantly lower extent of Aβ-IR (p = 0.022).",Beer drinking is related to the consumption pattern.
27218874,Beer consumption,Yes,['diet'],Beer consumption may protect against Aβ aggregation in brain.,Beer consumption is related to dietary pattern.
26810632,sucrose preference,Yes,['diet'],Patients with bvFTD and semantic dementia had a strong sucrose preference compared with the other groups.,Indicates a preference for certain types of food.
26810632,caloric intake,Yes,['diet'],"At the ad libitum breakfast test meal, all patients with bvFTD had increased total caloric intake (mean, 1344 calories) compared with the Alzheimer disease (mean, 710 calories), semantic dementia (mean, 573 calories), and control groups (mean, 603 calories) (P < .001).","Measures total caloric intake, related to dietary pattern."
27628432,alcohol,Yes,['diet'],"Heavy drinkers (8 or more alcoholic drinks/week) had a faster cognitive decline, deteriorating 1.849 more points on their mMMSE score annually compared to abstainers (P = 0.001), or 2.444 more points compared to mild-moderate drinkers (1-7 alcoholic drinks/week) (P = 0.008).",Alcohol consumption is related to dietary habits and patterns.
27628432,hard liquor,Yes,['diet'],"Increasing standard drinks of hard liquor, but not beer or wine, was also associated with a faster rate of cognitive decline (β = -0.117 P = 0.001).",Consumption pattern of hard liquor affects cognitive decline.
26656463,alcohol consumption,Yes,['diet'],"In this cohort of patients with mild AD, moderate alcohol consumption (2-3 units/day) was associated with a significantly lower mortality over a period of 36 months.",Alcohol consumption is related to dietary patterns.
26338813,eating behaviors,Yes,['diet'],Abnormal eating behaviors are frequently reported in behavioral variant frontotemporal dementia (bvFTD).,Relates to food consumption patterns and behaviors.
26338813,eating disturbance,No,[],"There was a trend for a smaller hypothalamic volume, particularly in the superior tuberal region, in those with severe eating disturbance scores on the CBI-R.","Entity is related to a symptom, not a food factor."
26294005,folate,Yes,['diet'],"Among factors with relatively strong evidence (pooled population >5000) in our meta-analysis, we found grade I evidence for 4 medical exposures (oestrogen, statin, antihypertensive medications and non-steroidal anti-inflammatory drugs therapy) as well as 4 dietary exposures (folate, vitamin E/C and coffee) as protective factors of AD.",Folate is a dietary exposure related to AD risk.
26294005,vitamin E/C,Yes,['diet'],"Among factors with relatively strong evidence (pooled population >5000) in our meta-analysis, we found grade I evidence for 4 medical exposures (oestrogen, statin, antihypertensive medications and non-steroidal anti-inflammatory drugs therapy) as well as 4 dietary exposures (folate, vitamin E/C and coffee) as protective factors of AD.",Vitamin E/C is a dietary exposure related to AD risk.
26294005,coffee,Yes,['diet'],"Among factors with relatively strong evidence (pooled population >5000) in our meta-analysis, we found grade I evidence for 4 medical exposures (oestrogen, statin, antihypertensive medications and non-steroidal anti-inflammatory drugs therapy) as well as 4 dietary exposures (folate, vitamin E/C and coffee) as protective factors of AD.",Coffee is classified as a dietary exposure.
26543008,nutritional status,Yes,['diet'],"We collected measures of comorbidities, cognitive and functional performance, physical activity level, and anthropometric and nutritional status.",Nutritional status relates to dietary patterns and intake.
26543008,sarcopenic obesity,No,[],"Frailty was defined using Buchmann criteria, and sarcopenic obesity (SO) was defined using the Asian Working Group for Sarcopenia criteria and the revised National Cholesterol and Education Panel-obesity definition of waist circumference.","Not a food factor, related to physical condition"
26377252,eating behavior,Yes,['diet'],To contrast the relationships of hormonal eating peptides and hypothalamic volumes to eating behavior and metabolic changes (body mass index [BMI]) in behavioral variant frontotemporal dementia (bvFTD) and semantic variant primary progressive aphasia (svPPA).,Relates to food consumption patterns and eating habits.
26377252,eating behaviors,Yes,['diet'],Patients with bvFTD and svPPA had higher scores on questionnaires measuring eating behaviors.,Relates to the pattern of food consumption.
26377252,eating abnormalities,Yes,['diet'],Eating abnormalities are multifactorial in FTD.,Relates to eating behavior and food consumption patterns.
25968174,alcohol consumption,Yes,['diet'],"When adjusting for age and sex, and compared to reporting consumption of alcohol 1-4 times during the last 14 days (drinking infrequently), both abstaining from alcohol and reporting consumption of alcohol five or more times (drinking frequently) were statistically significantly associated with increased dementia risk with hazard ratios of 1.30 (95 % CI 1.05-1.61) and 1.45 (1.11-1.90), respectively.",Alcohol consumption is related to dietary patterns.
26210295,dietary action,Yes,['diet'],"Behaviours most often reported were mental activity (19%), physical activity (9.6%) and dietary action (6.5%).",Dietary action relates to the regular pattern of food consumption.
25592720,healthy diet,Yes,['diet'],"Protective factors most commonly identified for maintaining cognitive health were intellectual/mental stimulation (n = 13), physical activity (n = 12), healthy diet (n = 10), and social/leisure activities (n = 10).",Refers to a regular pattern of healthy food consumption.
