PMID,factor_relevance,entity,category,source_sentence,explanation
34647272,Yes,neighborhoods,Neighborhood,"Using a quasi-experimental design, African American participants were recruited through community partners and local resources in two comparable neighborhoods in Duval County, Florida, which formed the intervention and the comparison groups for this study.",Recruitment occurred within specific geographic locations.
34647272,Yes,Alzheimer's disease,ADRD,The identical 40-min educational lecture was provided to both groups.,Lecture content focused on the disease.
34647272,Yes,Alzheimer's disease,ADRD,These results suggest that conducting focus groups and interviews following a lecture on AD may help better retain AD knowledge over time.,Focuses on retaining knowledge about the disease.
36434540,No,,,,
34871420,No,,,,
36429962,No,,,,
36343247,No,,,,
36166717,No,,,,
36368762,Yes,neighbourhood factors,Neighborhood,"Presence of inequalities in neighbourhood factors (eg, social context, physical and built environments) may affect risk of cognitive decline and be key for intervening on AD/ADRD disparities at the population level.",Inequalities in neighborhood factors linked to cognitive decline risk.
36368762,Yes,social context,Neighborhood,"Presence of inequalities in neighbourhood factors (eg, social context, physical and built environments) may affect risk of cognitive decline and be key for intervening on AD/ADRD disparities at the population level.",Social context is a neighborhood factor affecting cognitive decline.
36368762,Yes,physical and built environments,Neighborhood,"Presence of inequalities in neighbourhood factors (eg, social context, physical and built environments) may affect risk of cognitive decline and be key for intervening on AD/ADRD disparities at the population level.",Physical/built environments are neighborhood factors affecting cognitive decline.
36368762,Yes,neighbourhood change,Neighborhood,Our main objective is to identify patterns of neighbourhood change related to prevalence of-and disparities in-cognitive decline and dementia.,Neighborhood change patterns related to cognitive decline and dementia.
36368762,Yes,neighbourhood social and built environment variables,Neighborhood,"Within the MESA parent study, the MESA Neighborhoods and Aging cohort study will characterise dynamic, longitudinal neighbourhood social and built environment variables relevant to cognition for residential addresses of MESA participants.",Neighborhood variables relevant to cognition are being characterized.
36368762,Yes,neighbourhood environmental characteristics,Neighborhood,"Applying novel statistical techniques, we will examine associations of neighbourhood environmental characteristics with cognition and clinically relevant AD/ADRD outcomes.",Associations of neighborhood characteristics with cognition and ADRD outcomes.
36368762,Yes,neighbourhood environments,Neighborhood,We will investigate determinants of disparities in outcomes by socioeconomic position and race/ethnicity and assess the contribution of neighbourhood environments to these disparities.,Neighborhood environments contribute to disparities in cognitive outcomes.
36368762,Yes,Alzheimer's disease (AD),ADRD,"The burden of Alzheimer's disease (AD) and AD-related dementias (ADRD) is increasing nationally and globally, with disproportionate impacts on lower-income, lower education and systematically marginalised older adults.",Alzheimer's disease is a type of ADRD.
36368762,Yes,AD-related dementias (ADRD),ADRD,"The burden of Alzheimer's disease (AD) and AD-related dementias (ADRD) is increasing nationally and globally, with disproportionate impacts on lower-income, lower education and systematically marginalised older adults.",ADRD burden is increasing globally.
36368762,Yes,cognitive decline,ADRD,"Presence of inequalities in neighbourhood factors (eg, social context, physical and built environments) may affect risk of cognitive decline and be key for intervening on AD/ADRD disparities at the population level.",Cognitive decline is a risk factor for ADRD.
36368762,Yes,dementia,ADRD,Our main objective is to identify patterns of neighbourhood change related to prevalence of-and disparities in-cognitive decline and dementia.,Dementia is a type of ADRD.
36368762,Yes,cognition,ADRD,"Applying novel statistical techniques, we will examine associations of neighbourhood environmental characteristics with cognition and clinically relevant AD/ADRD outcomes.",Cognition is related to ADRD outcomes.
36368762,Yes,AD/ADRD outcomes,ADRD,"Applying novel statistical techniques, we will examine associations of neighbourhood environmental characteristics with cognition and clinically relevant AD/ADRD outcomes.",Neighborhood characteristics associated with AD/ADRD outcomes.
36329418,No,,,,
36164995,No,,,,
36102595,No,,,,
36040555,No,,,,
35989212,No,,,,
35931403,No,,,,
35921225,No,,,,
35750476,Yes,homelessness,Neighborhood,The objective of this study is to review the literature and determine whether there is an association between homelessness and dementia risk.,Homelessness is a neighborhood factor impacting ADRD risk.
35750476,Yes,Alzheimer's disease and related dementia (ADRD),ADRD,"The homeless population in the United States is rapidly aging, with a parallel increase in Alzheimer's disease and related dementia (ADRD).",ADRD is the disease outcome being studied.
35750476,Yes,homelessness,Neighborhood,"There is a complex relationship suggesting homelessness as a risk for and consequence of ADRD but also co-occurrence with psychiatric disorders, substance abuse, and traumatic injuries.",Homelessness is linked as a risk factor for ADRD.
35750476,Yes,ADRD,ADRD,"There is a complex relationship suggesting homelessness as a risk for and consequence of ADRD but also co-occurrence with psychiatric disorders, substance abuse, and traumatic injuries.",ADRD is the disease outcome being studied.
35659469,Yes,Structural Racism and Discrimination,Neighborhood,"Structural racism and discrimination (SRD), defined as ""macro-level conditions that limit opportunities, resources, and well-being of less privileged groups,"" have been linked with common comorbidities of ADRD, including hypertension, obesity, diabetes, depression.","SRD impacts opportunities, resources, and well-being of groups."
35659469,Yes,discriminatory housing policies,Neighborhood,"Given the historical impact of SRD-including discriminatory housing policies resulting in racial residential segregation that has been shown to limit access to education, employment, and healthcare-Black and Latinx populations with ADRD are directly or indirectly negatively affected by SRD in terms of access, quality and cost for healthcare.",Housing policies create residential segregation impacting access.
35659469,Yes,racial residential segregation,Neighborhood,"Given the historical impact of SRD-including discriminatory housing policies resulting in racial residential segregation that has been shown to limit access to education, employment, and healthcare-Black and Latinx populations with ADRD are directly or indirectly negatively affected by SRD in terms of access, quality and cost for healthcare.",Segregation limits access to resources and healthcare.
35659469,Yes,Alzheimer's disease and related dementias (ADRD),ADRD,Black and Latinx Americans are disproportionately at greater risk for having Alzheimer's disease and related dementias (ADRD) than White Americans.,Refers to the disease state being studied.
35659469,Yes,ADRD,ADRD,"Such differences in risk for ADRD are arguably explained through health disparities, social inequities, and historical policies.",Refers to the disease state being studied.
35659469,Yes,ADRD,ADRD,"Structural racism and discrimination (SRD), defined as ""macro-level conditions that limit opportunities, resources, and well-being of less privileged groups,"" have been linked with common comorbidities of ADRD, including hypertension, obesity, diabetes, depression.",Refers to the disease state being studied.
35659469,Yes,ADRD,ADRD,"Given the historical impact of SRD-including discriminatory housing policies resulting in racial residential segregation that has been shown to limit access to education, employment, and healthcare-Black and Latinx populations with ADRD are directly or indirectly negatively affected by SRD in terms of access, quality and cost for healthcare.",Refers to the disease state being studied.
35659469,Yes,ADRD,ADRD,"Emerging studies have brought to light the value of structural-level hospital and public health collaboration on care coordination for improving healthcare quality and access, and thus could serve as a macro-level mechanism for addressing disparities for minoritized racial and ethnic populations with ADRD.",Refers to the disease state being studied.
35659469,Yes,ADRD,ADRD,This paper presents a conceptual framework delineating how care coordination can successfully be achieved through health information technology (HIT) systems and ultimately address SRD.,Refers to the disease state being studied.
35659469,Yes,ADRD,ADRD,"To address health inequities, it is therefore critical that policy initiatives invest in HIT capacities and infrastructures to promote care coordination, identify patient needs and preferences, and promote engagement of patients with ADRD and their caregivers.",Refers to the disease state being studied.
35343344,No,,,,
34888957,No,,,,
36388286,No,,,,
36353281,No,,,,
36281127,No,,,,
36339192,No,,,,
35235943,No,,,,
36242017,No,,,,
36224605,No,,,,
36217106,No,,,,
36199070,No,,,,
35939891,No,,,,
35867952,No,,,,
35863541,No,,,,
35696056,No,,,,
35578801,No,,,,
35380555,No,,,,
34877794,No,,,,
34583593,No,,,,
34565245,No,,,,
36232852,No,,,,
36123648,No,,,,
36251109,No,,,,
36166229,No,,,,
36007215,No,,,,
35947893,No,,,,
35930892,No,,,,
35672480,No,,,,
35583388,No,,,,
35220356,No,,,,
34882963,No,,,,
34854532,No,,,,
34844480,No,,,,
34664547,No,,,,
33855860,No,,,,
35697505,No,,,,
35996080,No,,,,
35365827,No,,,,
35991140,No,,,,
35951777,No,,,,
37543880,No,,,,
35930281,Yes,Rural residence,Neighborhood,Rural residence.,Geographic location associated with ADRD diagnosis differences.
35930281,Yes,rural areas,Neighborhood,"However, new patients in rural areas were less likely to receive neuropsychological testing (odds ratio [OR], 0.83; 95% CI, 0.70-0.98) or visit a psychologist (OR, 0.72; 95% CI, 0.60-0.85) compared with patients in urban areas.",Geographic location linked to reduced specialist access for ADRD.
35930281,Yes,urban areas,Neighborhood,"However, new patients in rural areas were less likely to receive neuropsychological testing (odds ratio [OR], 0.83; 95% CI, 0.70-0.98) or visit a psychologist (OR, 0.72; 95% CI, 0.60-0.85) compared with patients in urban areas.",Geographic location linked to better specialist access for ADRD.
35930281,Yes,rural areas,Neighborhood,"However, new patients in rural areas with early-onset ADRDs were more likely to have only PCP visits for diagnosis and symptom management compared with those in urban areas (OR, 1.40; 95% CI, 1.19-1.66).",Geographic location linked to primary care reliance for ADRD.
35930281,Yes,urban areas,Neighborhood,"However, new patients in rural areas with early-onset ADRDs were more likely to have only PCP visits for diagnosis and symptom management compared with those in urban areas (OR, 1.40; 95% CI, 1.19-1.66).",Geographic location linked to less primary care reliance for ADRD.
35930281,Yes,early-onset ADRDs,ADRD,"Among patients with new, early-onset ADRDs, use of psychological assessment and neuropsychological testing performed at the initial diagnosis (index date) or 90 days or less after the index date and use of brain imaging during the 180 days before the index date were collected.",Specific type of Alzheimer's disease and related dementias.
35930281,Yes,early-onset ADRDs,ADRD,"There were no statistically significant differences between new patients with early-onset ADRDs in rural vs urban areas in the use of psychological assessments, imaging studies, or visits to neurologists or psychiatrists.",Specific type of Alzheimer's disease and related dementias.
35930281,Yes,early-onset ADRDs,ADRD,"However, new patients in rural areas were less likely to receive neuropsychological testing (odds ratio [OR], 0.83; 95% CI, 0.70-0.98) or visit a psychologist (OR, 0.72; 95% CI, 0.60-0.85) compared with patients in urban areas.",Specific type of Alzheimer's disease and related dementias.
35930281,Yes,early-onset ADRDs,ADRD,"However, new patients in rural areas with early-onset ADRDs were more likely to have only PCP visits for diagnosis and symptom management compared with those in urban areas (OR, 1.40; 95% CI, 1.19-1.66).",Specific type of Alzheimer's disease and related dementias.
35767471,No,,,,
35642568,No,,,,
35584922,No,,,,
35279757,No,,,,
35067420,No,,,,
35064438,No,,,,
35026040,No,,,,
34927298,No,,,,
34848116,No,,,,
34471971,No,,,,
34233133,No,,,,
34152660,No,,,,
35968470,No,,,,
35902670,No,,,,
35954522,No,,,,
35879380,No,,,,
35867388,No,,,,
35886711,No,,,,
34891164,No,,,,
35854388,No,,,,
35676089,No,,,,
35888625,No,,,,
35867973,No,,,,
35653896,No,,,,
35604958,No,,,,
35604656,No,,,,
35482891,No,,,,
35287768,No,,,,
35256308,No,,,,
35165768,No,,,,
34114509,No,,,,
33555640,No,,,,
35733219,No,,,,
35733122,No,,,,
35769517,No,,,,
35678402,No,,,,
35659082,No,,,,
35648584,No,,,,
35648582,No,,,,
35532912,No,,,,
35486540,No,,,,
35429287,No,,,,
35412856,No,,,,
35067828,No,,,,
34751892,No,,,,
34743296,No,,,,
34614170,No,,,,
34253273,No,,,,
33775259,No,,,,
34919705,Yes,Structural and social determinants of health,Neighborhood,"Structural and social determinants of health (SSDoH) are environmental conditions in which individuals are born, live, learn, work, play, worship, and age that affect health, functioning, and quality-of-life outcomes across the life course.",SSDoH are environmental conditions affecting health outcomes.
34919705,Yes,Alzheimer's disease and Alzheimer's disease and related dementias,ADRD,Growing evidence suggests that SSDoH can help to explain heterogeneity in outcomes in Alzheimer's disease and Alzheimer's disease and related dementias (AD/ADRD) research and clinical practice.,SSDoH impacts outcomes in AD/ADRD research.
35682011,No,,,,
34613391,No,,,,
35590272,No,,,,
35585559,No,,,,
35538522,Yes,deprived areas,Neighborhood,"Findings suggest that people living with dementia who have better cognition, have more years of education, or live in more deprived areas are less likely to have a diagnosis.",Area socioeconomic status linked to dementia diagnosis likelihood.
35538522,Yes,diagnosis,ADRD,"Findings suggest that people living with dementia who have better cognition, have more years of education, or live in more deprived areas are less likely to have a diagnosis.",Refers to the clinical identification of dementia.
35538522,Yes,dementia,ADRD,"Findings suggest that people living with dementia who have better cognition, have more years of education, or live in more deprived areas are less likely to have a diagnosis.",Refers to the condition of Alzheimer's disease and related dementias.
35526028,No,,,,
35157773,No,,,,
34378777,No,,,,
33006526,No,,,,
35950369,No,,,,
35278213,No,,,,
35272209,No,,,,
35181960,No,,,,
35146847,No,,,,
34997757,No,,,,
34983334,No,,,,
32931310,No,,,,
32429783,No,,,,
34447996,No,,,,
35418416,No,,,,
35414037,No,,,,
35379344,No,,,,
35495069,Yes,dementia-friendly communities,Neighborhood,"Providing training in Alzheimer's Disease and related dementias (ADRD), including the value of dementia-friendly communities.",Communities are a key aspect of the neighborhood environment.
35495069,Yes,Alzheimer's Disease and related dementias (ADRD),ADRD,"Providing training in Alzheimer's Disease and related dementias (ADRD), including the value of dementia-friendly communities.",Directly mentions Alzheimer's Disease and related dementias.
35389894,No,,,,
35299068,No,,,,
35231846,Yes,personal social networks,Neighborhood,"Rather, most studies use education as proxies for CR and little is known about the association between older adults' personal social networks and CR.",Social networks are part of the social-environmental neighborhood context.
35231846,Yes,large network size,Neighborhood,"Using neuroimaging data from 135 older adults participating in the Social Networks in Alzheimer Disease (SNAD) study, this article adopted a residual method for measuring CR and found that large network size, high network diversity, and loosely connected networks were positively associated with greater CR.",Network size reflects social connections within the neighborhood context.
35231846,Yes,high network diversity,Neighborhood,"Using neuroimaging data from 135 older adults participating in the Social Networks in Alzheimer Disease (SNAD) study, this article adopted a residual method for measuring CR and found that large network size, high network diversity, and loosely connected networks were positively associated with greater CR.",Network diversity reflects social connections within the neighborhood context.
35231846,Yes,loosely connected networks,Neighborhood,"Using neuroimaging data from 135 older adults participating in the Social Networks in Alzheimer Disease (SNAD) study, this article adopted a residual method for measuring CR and found that large network size, high network diversity, and loosely connected networks were positively associated with greater CR.",Network structure reflects social connections within the neighborhood context.
35231846,Yes,expansive social networks,Neighborhood,These results suggest that expansive social networks in later life may constitute cognitively stimulating environments which can be leveraged to build CR and reduce the burden of ADRD.,Social networks are part of the social-environmental neighborhood context.
35231846,Yes,Alzheimer's disease and related dementias (ADRD),ADRD,Cognitively stimulating environments are thought to be protective of cognitive decline and onset of Alzheimer's disease and related dementias (ADRD) through the development of cognitive reserve (CR).,Refers to the disease outcome of interest.
35231846,Yes,ADRD,ADRD,These results suggest that expansive social networks in later life may constitute cognitively stimulating environments which can be leveraged to build CR and reduce the burden of ADRD.,Refers to the disease outcome of interest.
35171516,No,,,,
35112739,No,,,,
34981605,No,,,,
34927249,No,,,,
34893757,No,,,,
34862834,No,,,,
34761850,No,,,,
34644221,No,,,,
34625855,No,,,,
32752937,No,,,,
32687722,No,,,,
32654626,No,,,,
35131906,No,,,,
35239596,No,,,,
33733662,No,,,,
35238936,No,,,,
35149261,No,,,,
34762845,No,,,,
34388948,No,,,,
33792886,No,,,,
33612145,No,,,,
35217635,No,,,,
34663503,No,,,,
33649769,No,,,,
35103521,No,,,,
35015300,No,,,,
34879329,No,,,,
34729858,No,,,,
34435519,No,,,,
34402746,No,,,,
34338590,No,,,,
34279169,No,,,,
34250570,No,,,,
34218735,No,,,,
34175231,No,,,,
33818175,No,,,,
33356486,No,,,,
35276947,No,,,,
35061824,No,,,,
35042501,No,,,,
35083020,No,,,,
34810231,No,,,,
35081009,No,Alzheimer's disease,ADRD,"Three online studies providing participants with opportunities to actually seek information about meningitis (Study 1; <i>N = </i>408), Alzheimer's disease (Study 2; <i>N = </i>190), and cancer (Study 3; <i>N = </i>208) recorded the participants' information-seeking activities unobtrusively.",This is a specific type of dementia mentioned in the study.
36548884,No,,,,
36314209,No,,,,
36281685,No,,,,
36281681,No,,,,
36281673,No,,,,
36281671,No,,,,
36278354,No,,,,
36189594,No,,,,
36155526,No,,,,
36120787,No,,,,
35964179,No,,,,
35938249,No,,,,
35938246,No,,,,
35938245,No,,,,
35871355,No,,,,
35820373,No,,,,
35811525,No,,,,
35723104,No,,,,
35708996,No,,,,
35705005,No,,,,
35694919,No,,,,
35570495,No,,,,
35570482,No,,,,
35543001,No,,,,
35526526,No,,,,
35491776,No,,,,
35491774,No,,,,
35347644,No,,,,
35342088,No,,,,
35340008,No,,,,
35227184,No,,,,
35213374,No,,,,
35213371,No,,,,
35142025,No,,,,
35124657,No,,,,
35124641,No,,,,
35099448,No,,,,
35078612,No,,,,
35043452,No,,,,
35040423,No,,,,
34924392,No,,,,
34844240,No,,,,
34785304,No,,,,
34340591,No,,,,
34090726,No,,,,
33906932,No,,,,
33618617,No,,,,
33472498,No,,,,
32058804,No,,,,
34946311,No,,,,
34926365,Yes,social isolation,Neighborhood,"Lack of social engagement and the resulting social isolation can have negative impacts on health and well-being, especially in senior care communities and for those living with dementia.",Social isolation is a neighborhood/community context factor.
34926365,Yes,senior care communities,Neighborhood,"Lack of social engagement and the resulting social isolation can have negative impacts on health and well-being, especially in senior care communities and for those living with dementia.",Senior care communities represent a specific neighborhood environment.
34926365,Yes,dementia,ADRD,"Lack of social engagement and the resulting social isolation can have negative impacts on health and well-being, especially in senior care communities and for those living with dementia.",Dementia is a type of Alzheimer's disease and related dementias.
34851866,No,,,,
34786953,No,,,,
34547718,No,Alzheimer's disease (AD) brain signature,ADRD,"During VETSA, MRI-based measures at mean age 68 included predicted brain age difference (PBAD), Alzheimer's disease (AD) brain signature, and abnormal white matter scores.",This is a biomarker associated with Alzheimer's disease.
34547718,No,AD signature,ADRD,"There were significant main effects of young adult GCA and lifestyle on PBAD and the AD signature (ps ≤ 0.012), and a GCA-by-lifestyle interaction on both (ps ≤ 0.006).",This is a biomarker associated with Alzheimer's disease.
34547718,No,AD-like brain aging,ADRD,"Regardless of GCA level, having more favorable lifestyle behaviors predicted less advanced brain age and less AD-like brain aging.",This describes a pattern of brain aging related to AD.
34341147,No,,,,
34228317,No,,,,
33640268,No,,,,
33164253,No,,,,
34342032,No,,,,
34597386,No,,,,
34755541,No,,,,
34086851,No,,,,
35382259,No,,,,
34979671,No,,,,
34697158,No,,,,
34606212,No,,,,
34555475,No,,,,
34507239,No,,,,
34428720,No,,,,
34399870,No,,,,
34311955,No,,,,
34252201,No,,,,
34111957,No,,,,
33675003,No,,,,
33487058,No,,,,
32909879,No,,,,
32896168,No,,,,
33437991,No,,,,
34493618,No,,,,
34666711,No,,,,
34244708,No,,,,
34677596,No,,,,
34399309,No,,,,
34034295,No,,,,
33136558,No,,,,
34560903,No,,,,
34542418,No,,,,
34511121,No,,,,
34290080,No,,,,
34488653,No,,,,
34501947,No,,,,
34906020,No,,,,
34542955,No,,,,
34304037,No,,,,
34303293,Yes,neighborhood racial/ethnic segregation,Neighborhood,"We examined older non-Hispanic White (NHW), Black, and Latino participants evaluated at an Alzheimer's Disease Research Center.",Neighborhood characteristic linked to cognitive outcomes.
34303293,Yes,neighborhood racial/ethnic segregation,Neighborhood,"Neighborhood racial/ethnic segregation was measured using the Getis-Ord G<sub>i</sub>* statistic, a spatial measure of clustering that was created for Latino and Black clustering separately.",Specific measure of neighborhood segregation.
34303293,Yes,neighborhood SES,Neighborhood,"In analyses that adjusted for a variety of covariates (including neighborhood SES), individuals in neighborhoods with a higher clustering of Latino residents (higher Gi* statistic) had slower declines over time on semantic memory and those in neighborhoods with a higher clustering of Black residents had slower declines over time on episodic memory.",Socioeconomic status within the neighborhood.
34303293,Yes,neighborhoods with a higher clustering of Latino residents,Neighborhood,"In analyses that adjusted for a variety of covariates (including neighborhood SES), individuals in neighborhoods with a higher clustering of Latino residents (higher Gi* statistic) had slower declines over time on semantic memory and those in neighborhoods with a higher clustering of Black residents had slower declines over time on episodic memory.",Specific neighborhood composition linked to cognitive decline.
34303293,Yes,neighborhoods with a higher clustering of Black residents,Neighborhood,"In analyses that adjusted for a variety of covariates (including neighborhood SES), individuals in neighborhoods with a higher clustering of Latino residents (higher Gi* statistic) had slower declines over time on semantic memory and those in neighborhoods with a higher clustering of Black residents had slower declines over time on episodic memory.",Specific neighborhood composition linked to cognitive decline.
34303293,Yes,highly clustered Black and Latino neighborhoods,Neighborhood,"In race/ethnicity-stratified adjusted analyses: for Black participants, the association between clustering and cognition was present for episodic memory and executive function, showing lower baseline scores in highly clustered Black and Latino neighborhoods, respectively.",Neighborhood composition associated with baseline cognitive scores.
34303293,Yes,highly clustered Latino neighborhoods,Neighborhood,"Among Latino participants, highly clustered Latino neighborhoods were associated with lower baseline scores in semantic memory, but slower declines in episodic memory; Latinos living in neighborhoods with a greater clustering of Black residents also had slower declines in episodic memory.",Neighborhood composition associated with cognitive outcomes.
34303293,Yes,neighborhoods with a greater clustering of Black residents,Neighborhood,"Among Latino participants, highly clustered Latino neighborhoods were associated with lower baseline scores in semantic memory, but slower declines in episodic memory; Latinos living in neighborhoods with a greater clustering of Black residents also had slower declines in episodic memory.",Neighborhood composition associated with cognitive outcomes.
34303293,Yes,neighborhoods with a higher clustering of Latino residents,Neighborhood,"Among NHWs, residing in neighborhoods with a higher clustering of Latino residents was associated with slower declines over time on semantic memory.",Neighborhood composition associated with cognitive decline.
34303293,Yes,cognitive decline,ADRD,"However, few longitudinal studies have examined the role of neighborhood racial/ethnic segregation on cognitive decline in diverse samples.",The outcome variable studied in relation to neighborhood.
34303293,Yes,cognitive function,ADRD,We used mixed effects multivariable regression models to evaluate associations between segregation and cognitive function and decline.,The outcome variable studied in relation to neighborhood.
34303293,Yes,semantic memory,ADRD,"Cognitive outcomes included episodic memory, semantic memory, and executive function.",Specific cognitive domain related to ADRD.
34303293,Yes,episodic memory,ADRD,"Cognitive outcomes included episodic memory, semantic memory, and executive function.",Specific cognitive domain related to ADRD.
34303293,Yes,executive function,ADRD,"Cognitive outcomes included episodic memory, semantic memory, and executive function.",Specific cognitive domain related to ADRD.
34130107,No,,,,
33998063,No,,,,
33094539,No,,,,
32970519,No,,,,
31612730,No,,,,
31526050,No,,,,
30982478,No,,,,
34446742,No,,,,
34352166,No,,,,
34344392,No,,,,
34379124,No,,,,
34251287,No,,,,
34058557,No,,,,
33258686,No,,,,
34281550,No,Alzheimer's disease,ADRD,"Out of all the environmental exposures, eight age-related diseases and pathological conditions were causally associated with lower odds of longevity, including coronary atherosclerosis (odds ratio = 0.77, 95% confidence interval [0.70, 0.84], P = 4.2 × 10-8), ischemic heart disease (0.66, [0.51, 0.87], P = 0.0029), angina (0.73, [0.65, 0.83], P = 5.4 × 10-7), Alzheimer's disease (0.80, [0.72, 0.89], P = 3.0 × 10-5), hypertension (0.70, [0.64, 0.77], P = 4.5 × 10-14), type 2 diabetes (0.88 [0.80, 0.96], P = 0.004), high cholesterol (0.81, [0.72, 0.91], P = 0.0003), and venous thromboembolism (0.92, [0.87, 0.97], P = 0.0028).",Identifies Alzheimer's disease as a condition associated with longevity.
33264384,No,,,,
34271930,No,,,,
34185592,No,,,,
34524968,No,,,,
34233656,No,,,,
34230446,No,,,,
34288784,No,,,,
34238525,No,,,,
34228129,No,,,,
34029863,No,,,,
33934441,No,,,,
33724160,No,,,,
33686788,No,,,,
33682933,No,,,,
33630768,No,,,,
33594752,No,,,,
33585904,No,,,,
33334647,No,,,,
32967819,No,,,,
32902313,No,,,,
34206224,No,,,,
34118921,No,,,,
34195266,No,,,,
34103175,Yes,Neighborhoods that are economically disadvantaged with fewer physical resources,Neighborhood,Neighborhoods that are economically disadvantaged with fewer physical resources are associated with a higher risk of ADRDs.,Describes neighborhood characteristics linked to ADRD risk.
34103175,Yes,ADRDs,ADRD,Neighborhoods that are economically disadvantaged with fewer physical resources are associated with a higher risk of ADRDs.,Refers to Alzheimer's disease and related dementias.
34061824,No,,,,
33966794,No,,,,
33827107,No,,,,
33819874,No,,,,
33744328,No,,,,
33731422,No,,,,
33599138,No,,,,
33443646,No,,,,
32737825,No,,,,
32308012,No,,,,
32067481,No,,,,
32028815,Yes,geographical proximity of family members,Neighborhood,"Although decisions about LTC are complex, important drivers included whether patients consulted with a financial planner about LTC, patient demographics, loneliness, and geographical proximity of family members.",Proximity to family relates to social support within a neighborhood.
32028815,Yes,Alzheimer's disease,ADRD,"Consideration of place of care is the first step in long-term care (LTC) planning and is critical for patients diagnosed with Alzheimer's disease; yet, drivers of consideration of place of care are unknown.",Specific type of Alzheimer's disease and related dementias.
33952308,No,,,,
33948738,Yes,poverty,Neighborhood,"In adulthood, as the number of social determinants of health increases, the incidence of stroke and severe stroke increases significantly as reported by Reshetnyak et al. (Stroke. 51:2445-53, 2020) as does exposure to neurologically significant infectious diseases and incidence of dementia as reported by Sumilo et al. (Rev Med Virol. 18(2):81-95, 2008) and Zuelsdorff et al. (Alzheimer's Dement. 6(1):e12039, 2020).",Poverty is a socioeconomic factor related to neighborhood conditions.
33948738,Yes,social determinants of health,Neighborhood,"In adulthood, as the number of social determinants of health increases, the incidence of stroke and severe stroke increases significantly as reported by Reshetnyak et al. (Stroke. 51:2445-53, 2020) as does exposure to neurologically significant infectious diseases and incidence of dementia as reported by Sumilo et al. (Rev Med Virol. 18(2):81-95, 2008) and Zuelsdorff et al. (Alzheimer's Dement. 6(1):e12039, 2020).",Social determinants encompass neighborhood and community context factors.
33948738,Yes,dementia,ADRD,"In adulthood, as the number of social determinants of health increases, the incidence of stroke and severe stroke increases significantly as reported by Reshetnyak et al. (Stroke. 51:2445-53, 2020) as does exposure to neurologically significant infectious diseases and incidence of dementia as reported by Sumilo et al. (Rev Med Virol. 18(2):81-95, 2008) and Zuelsdorff et al. (Alzheimer's Dement. 6(1):e12039, 2020).",Dementia is a type of Alzheimer's disease and related dementias.
33094810,No,,,,
34292011,No,,,,
33928754,No,,,,
33714847,No,,,,
33176024,No,,,,
33016082,No,,,,
33006106,No,,,,
32867562,No,Alzheimer's disease,ADRD,miR-132 plays a critical role in regulating TAU protein levels and is important for preventing tau protein aggregation that causes Alzheimer's disease.,Mentions Alzheimer's disease as a condition caused by tau aggregation.
32081028,No,,,,
30375237,No,,,,
33910556,No,,,,
32228870,No,,,,
33886873,No,,,,
33827446,No,,,,
32833010,Yes,physical environment,Neighborhood,"Specifically, this study focused on the extent the physical environment fits individual functional limitations.",Physical environment is a key aspect of the neighborhood factor.
32833010,Yes,indoor environment,Neighborhood,"Findings revealed that greater P-E fit, specifically indoor environment, was significantly associated with lower apathy after controlling for age, gender, and years living in the facility.",Indoor environment is a component of the physical neighborhood.
32833010,Yes,dementia,ADRD,"Apathy is a common symptom in dementia and is associated with rapid cognitive decline, poor quality of life, and higher mortality.",Dementia is a type of Alzheimer's disease and related dementias.
32833010,Yes,dementia,ADRD,"Thus, this study examined the relationship between P-E fit and apathy in dementia.",Dementia is a type of Alzheimer's disease and related dementias.
32833010,Yes,dementia,ADRD,The sample included 199 residents with moderate-to-severe cognitive impairment from 4 assisted living and 4 nursing homes.,Dementia is a type of Alzheimer's disease and related dementias.
32833010,Yes,dementia,ADRD,Future research may explore other aspects of P-E fit and the impact of social and organizational environment on apathy in dementia.,Dementia is a type of Alzheimer's disease and related dementias.
32833008,No,,,,
33787634,No,,,,
33949259,No,,,,
33856971,No,,,,
33641570,No,,,,
33609899,No,,,,
33595992,No,,,,
33537986,No,,,,
33491811,No,,,,
33299145,No,,,,
33098137,No,,,,
32484125,No,,,,
31942805,No,,,,
31842672,No,,,,
33808644,No,,,,
33750362,No,,,,
33800246,No,,,,
33759810,No,,,,
33714024,No,,,,
33529857,No,,,,
33275069,No,,,,
33227157,No,,,,
32991743,No,,,,
32270735,No,,,,
32246530,Yes,Rural residents,Neighborhood,Rural residents in the United States have less access to memory care specialists and educational and community resources than in other areas of the country.,Describes a geographic location with limited resources.
32246530,Yes,memory care specialists,Neighborhood,Rural residents in the United States have less access to memory care specialists and educational and community resources than in other areas of the country.,Access to specialists is a neighborhood resource.
32246530,Yes,educational and community resources,Neighborhood,Rural residents in the United States have less access to memory care specialists and educational and community resources than in other areas of the country.,Resources available within a geographic area.
32246530,Yes,rural caregiving telemedicine program,Neighborhood,"Over a decade ago, we initiated an interdisciplinary rural caregiving telemedicine program to reach Kentucky residents in areas of the state where resources for supporting individuals with dementia are limited.",Program targeting specific geographic areas.
32246530,Yes,Kentucky residents,Neighborhood,"Over a decade ago, we initiated an interdisciplinary rural caregiving telemedicine program to reach Kentucky residents in areas of the state where resources for supporting individuals with dementia are limited.",Specific population within a geographic location.
