PMID,entity_name,factor_relevance,factor_class,source_sentence,explanation
34250570,stigmatization,Yes,['socioenvironmental_neighborhood'],"Cognition, behavior, and emotions were found to be functionally expressed by religion, unawareness, respect of older people, stigmatization, and isolation within family dynamics.",Stigmatization affects social conditions and health outcomes.
34250570,isolation within family dynamics,Yes,['socioenvironmental_neighborhood'],"Cognition, behavior, and emotions were found to be functionally expressed by religion, unawareness, respect of older people, stigmatization, and isolation within family dynamics.",Relates to social conditions within a community
35042501,nursing home,Yes,['geographic_location'],"Multivariate logistic regression analysis revealed that female (OR = 1.99, 95%CI: 1.35-2.93), primary or lower education level (OR = 2.58, 95%CI: 1.38-4.83), nursing home (OR = 1.90, 95%CI: 1.18-3.05), napping habits (OR = 1.59, 95%CI: 1.06-2.40), urolithiasis (OR = 2.72, 95%CI: 1.15-6.40), gout (OR = 2.12, 95%CI: 1.14-3.93), poor sleep quality (OR = 1.93, 95%CI: 1.38-2.71), depression symptoms (OR = 3.01, 95%CI: 1.70-5.34) and anxiety symptoms (OR = 3.11, 95%CI: 1.29-7.46) were independent positive related to high SCD-Q9 score.",Nursing home is a type of residential location.
35040423,change of residence,Yes,['geographic_location'],"Together with demographic variables (age, sex, race, socioeconomic and cultural levels), five types of past stressful events, such as death or serious illness of close relatives, job dismissal, change of financial status, retirement, and change of residence, were recorded in 1024 patients with Alzheimer's disease, Parkinson's disease, and ischemic stroke.",Change of residence implies a change in geographic location.
35040423,cultural levels,Yes,['socioenvironmental_neighborhood'],"Together with demographic variables (age, sex, race, socioeconomic and cultural levels), five types of past stressful events, such as death or serious illness of close relatives, job dismissal, change of financial status, retirement, and change of residence, were recorded in 1024 patients with Alzheimer's disease, Parkinson's disease, and ischemic stroke.",Cultural levels relate to socioenvironmental neighborhood characteristics.
35040423,economic level,Yes,['socioenvironmental_neighborhood'],"The demographic variables, such as age, sex, race, economic and cultural levels, were found to be statistically non-significant; differences in the economic level were significant (P<0.05).",Economic level relates to social determinants of health.
34785304,Medicaid recipients,Yes,['socioenvironmental_neighborhood'],"The largest number of referrals and referrals converting to study participants, for both Black and White persons, were from a Maryland Department of Health mailing to Medicaid recipients.",Relates to social determinants and health access equity
34785304,Maryland Department of Health mailing,No,['Undefined'],"The MDH mailing had the highest yield for our Black referrals and participants, while professional referrals had the highest yield for white referrals and participants.",Not related to Neighborhood factor
34926365,senior care communities,Yes,['geographic_location'],"Lack of social engagement and the resulting social isolation can have negative impacts on health and well-being, especially in senior care communities and for those living with dementia.",Refers to a specific type of community setting.
34926365,social isolation,No,[],"Project VITAL leverages technology and community resources to create a network for connection, engagement, education, and support of individuals with dementia and their caregivers, and explores the impact of these interventions in reducing feelings of social isolation and increasing mood among residents during the COVID-19 pandemic.","Entity is related to individual feelings, not neighborhood factor."
34926365,caregivers,No,[],"Project VITAL leverages technology and community resources to create a network for connection, engagement, education, and support of individuals with dementia and their caregivers, and explores the impact of these interventions in reducing feelings of social isolation and increasing mood among residents during the COVID-19 pandemic.",Entity is not related to Neighborhood factor
34926365,loneliness,No,['Undefined'],"A total of 105 care community staff (whose community used the tablets) completed the survey and overall, these staff showed a high level of agreement to statements indicating that residents struggled with loneliness and mood, and that the tablet was useful in improving loneliness and mood in residents and allowing them to stay in touch with family and friends.",Loneliness is not a neighborhood factor
35382259,neighborhood-based measures of socioeconomic status,Yes,['socioenvironmental_neighborhood'],College degree completion differentiates individual-based and neighborhood-based measures of socioeconomic status and disadvantage.,Relates to social conditions influencing health equity.
34979671,suburban communities,Yes,['geographic_location'],"A total of 925 suburban community residents aged ≥65 were evaluated with a series of clinical examinations and scale questionnaire, and 600 participated in a five-dimension questionnaire survey pertaining to the awareness of MCI.",Suburban communities refer to a geographic area of residence.
34979671,suburban community residents,Yes,['geographic_location'],"A total of 925 suburban community residents aged ≥65 were evaluated with a series of clinical examinations and scale questionnaire, and 600 participated in a five-dimension questionnaire survey pertaining to the awareness of MCI.",Refers to a specific geographic area or community.
34560903,larger towns,Yes,['geographic_location'],MAPT participants living in larger towns (0.71 [0.55-0.92]) and with higher depressive symptoms (0.94 [0.90-0.99]) were less likely to adhere to the interventions.,Refers to the size of the town where participants live.
34560903,social support,Yes,['socioenvironmental_neighborhood'],Greater perceived social support (1.21 [1.03-1.43]) and cognitive function (1.37 [1.13-1.67]) predicted better adherence.,Social support influences health outcomes and intervention adherence.
34303293,Neighborhood racial/ethnic segregation,No,[],"We examined older non-Hispanic White (NHW), Black, and Latino participants evaluated at an Alzheimer's Disease Research Center.",Entity not present in the given sentence.
34303293,clustering of Latino residents,Yes,['socioenvironmental_neighborhood'],"In analyses that adjusted for a variety of covariates (including neighborhood SES), individuals in neighborhoods with a higher clustering of Latino residents (higher Gi* statistic) had slower declines over time on semantic memory",Relates to social conditions within a community
34303293,clustering of Black residents,Yes,['socioenvironmental_neighborhood'],those in neighborhoods with a higher clustering of Black residents had slower declines over time on episodic memory,Relates to social conditions within a community
34271930,community awareness,Yes,['socioenvironmental_neighborhood'],Key barriers to high quality care included: denial and stigma; dementia being perceived as a low priority health condition; limited community awareness and understanding of dementia;,Relates to social conditions within a community
34271930,community relationships,Yes,['socioenvironmental_neighborhood'],Key enablers to high quality dementia care included ... relationships within communities to support diagnosis and care; community and family relationships;,Community relationships impact dementia care and support
34271930,"urban, regional and remote communities",Yes,['geographic_location'],"This study aims to explore, from the perspective of healthcare providers in the ACCHS sector across urban, regional and remote communities, the barriers and enablers to the provision of dementia diagnosis and care.",Describes geographic areas where healthcare providers operate.
34206224,Metropolitan Mexico City,Yes,['geographic_location'],"Quadruple aberrant hyperphosphorylated tau (p-τ), amyloid-β peptide, alpha-synuclein and TDP-43 brainstem and supratentorial pathology are documented in forensic ≤40y autopsies in Metropolitan Mexico City (MMC), and p-τ is the major aberrant protein.",Entity refers to a specific geographic area.
34206224,urban,Yes,['geographic_location'],"This study showed an association between PTSD and pRBD, strengthening the possibility of a connection with misfolded proteinopathies in young urbanites.",Describes a geographic or demographic characteristic.
34103175,Neighborhoods that are economically disadvantaged,Yes,"['socioenvironmental_neighborhood', 'problems_related_to_physical_environment']",Neighborhoods that are economically disadvantaged with fewer physical resources are associated with a higher risk of ADRDs.,"Economically disadvantaged neighborhoods lack resources, impacting ADRD risk."
34103175,neighborhood environments,Yes,['socioenvironmental_neighborhood'],"With an aim of reducing of ADRDs, future work in enhancing education, improving socioeconomic conditions, work, and neighborhood environments, and eliminating racial discrimination could potentially have a drastic impact.",Improvement of neighborhood environments impacts ADRD risk.
33827107,community setting,Yes,['geographic_location'],"We aimed to determine whether minority groups receiving care in NHs versus the community had fewer differences in their functional needs compared with the differences in nonminority older adults, suggesting a disparity.",Refers to the physical location of care
33827107,nursing home,Yes,['geographic_location'],Research suggests that growth in Black and Hispanic (minority) older adults' nursing home (NH) use may be the result of disparities in access to community-based and alternative long-term services and supports (LTSS).,Nursing home is a specific location for care
32028815,geographical proximity of family members,Yes,['geographic_location'],"Although decisions about LTC are complex, important drivers included whether patients consulted with a financial planner about LTC, patient demographics, loneliness, and geographical proximity of family members.",Relates to physical area affecting care decisions.
33948738,poverty,Yes,['socioenvironmental_neighborhood'],"Children growing up in poverty have increased risk for cognitive deficits and behavioral disorders as reported by Noble et al. (Dev Sci. 9(6):642-54, 2006) and Farah et al. (Brain Res. 1110(1):166-74, 2006) as well as worse outcomes when it comes to epilepsy management and disease course as discussed by Camfield et al. (Epilepsia. 57(11):1826-33, 2016).",Poverty is a social determinant influencing health outcomes.
33948738,social determinants of health,Yes,['socioenvironmental_neighborhood'],"In adulthood, as the number of social determinants of health increases, the incidence of stroke and severe stroke increases significantly as reported by Reshetnyak et al. (Stroke. 51:2445-53, 2020) as does exposure to neurologically significant infectious diseases and incidence of dementia as reported by Sumilo et al. (Rev Med Virol. 18(2):81-95, 2008) and Zuelsdorff et al. (Alzheimer's Dement. 6(1):e12039, 2020).",Impacts health equity and access to resources.
32081028,rural,Yes,['geographic_location'],Determining perceptions about memory screening is essential prior to developing culturally relevant programs for increasing early dementia detection and management among rural underserved older adults at risk of cognitive impairment.,Describes a geographic area related to ADRD risk.
32833010,physical environment,Yes,['physical_environment'],"Specifically, this study focused on the extent the physical environment fits individual functional limitations.",Relates to built surroundings affecting health.
32833010,indoor environment,Yes,['physical_environment'],"Findings revealed that greater P-E fit, specifically indoor environment, was significantly associated with lower apathy after controlling for age, gender, and years living in the facility.",Indoor environment affects health and well-being directly.
32246530,rural residents,Yes,['geographic_location'],Rural residents in the United States have less access to memory care specialists and educational and community resources than in other areas of the country.,Refers to a specific geographic population group.
32246530,rural communities,Yes,['geographic_location'],"Rural communities may benefit from additional, targeted resources addressing these common areas of unmet informational needs.",Refers to a geographic area with specific characteristics.
32138542,low-income communities,Yes,"['geographic_location', 'socioenvironmental_neighborhood']","The purpose of this study was to explore the needs of male caregivers of people with Alzheimer's disease, by ascertaining the availability and utilization of Alzheimer's disease-related resources in low-income communities in the Western Cape.",Describes socioeconomic and geographic characteristics of communities.
32138542,low-income communities,Yes,"['geographic_location', 'socioenvironmental_neighborhood']","Needs that were identified by the male caregivers in this study included the general awareness of Alzheimer's disease, access to information regarding service provision, psychoeducation and affordable services within improved care facilities for low-income communities.",Refers to socioeconomic and geographic characteristics of communities.
32138542,home environment,Yes,['physical_environment'],"Instead, male caregivers prefer assistance in the form of respite care in the home environment to relieve and assist them with household needs.",Relates to the built surroundings affecting caregivers' needs.
34690143,SES,Yes,['socioenvironmental_neighborhood'],"SES may contribute to disparities in access to healthcare services, while race and ethnicity may contribute to disparities in the quality and extent of services received.",SES affects access to healthcare and health outcomes
34690143,race/ethnicity,No,['Undefined'],"Within each cluster, White participants had higher SES and better health outcomes, African Americans had the worst physical performance, and Hispanics had the most depressive symptoms.","Not a neighborhood factor, related to individual demographics"
34219719,education,Yes,['socioenvironmental_neighborhood'],The strongest genetic effects of the APOEɛ4 genotype on MCI were observed in groups of low education (Odds ratio (OR): 1.46 [95% CI: 0.79; 2.63] for≤10 years of education versus OR: 1.00 [95% CI: 0.43; 2.14] for≥18 years of education).,Education is a socioenvironmental factor influencing cognitive health.
34219719,socioeconomic position,Yes,['socioenvironmental_neighborhood'],"As socioeconomic position (SEP) is also strongly related to cognitive decline, SEP has been suggested to be a possible modifier of the genetic effect on MCI.",Relates to social determinants influencing health outcomes
34102974,family status,No,['Undefined'],"The LR revealed that age, sex, family status, education, income, character, depression, hypertension, disease history, physical exercise, reading, drinking, and job status were significantly associated with cognitive decline.",Not related to Neighborhood factor
34102974,communities,Yes,['geographic_location'],"By analyzing data of 301 subjects comprising normal elderly and patients with mild cognitive impairment (MCI) or AD from six communities in Taiyuan, China, we identified the influencing factors during AD progression by a Logistic Regression model (LR) and then assessed the associations between variables and cognition using a Bayesian Networks (BNs) model.",Refers to specific geographic areas where data was collected.
33319780,perceived social isolation,Yes,['socioenvironmental_neighborhood'],"Perceived social isolation, or loneliness, affects physical and mental health, cognitive performance, overall life expectancy, and increases vulnerability to Alzheimer's disease-related dementias.",Relates to social conditions affecting health and well-being.
33319780,loneliness,No,['Undefined'],"Perceived social isolation, or loneliness, affects physical and mental health, cognitive performance, overall life expectancy, and increases vulnerability to Alzheimer's disease-related dementias.","Entity is related to psychological state, not neighborhood factor."
33271079,rural residence,Yes,['geographic_location'],Dementia and MCI shared similar risk factors including old age (dementia: odds ratios ranging from 2·69 [95% CI 2·43-2·98] to 6·60 [5·24-8·32]; MCI: from 1·89 [1·77-2·00] to 4·70 [3·77-5·87]); female sex (dementia: 1·43 [1·31-1·56]; MCI: 1·51 [1·43-1·59]); parental history of dementia (dementia: 7·20 [5·68-9·12]; MCI: 1·91 [1·48-2·46]); rural residence (dementia: 1·16 [1·06-1·27]; MCI: 1·45 [1·38-1·54]);,Rural residence is a geographic location factor.
33008756,counties with high AL penetration,Yes,"['geographic_location', 'socioenvironmental_neighborhood']","In comparison to counties with the lowest AL penetration, high-penetration counties had higher high school and college education attainment (mean 25.3% vs 18.5%) and median annual income ($56,000 vs $46,800), and lower poverty (12.8% vs 17.3%) and unemployment rates (3.9% vs 5.1%).",Describes socioeconomic characteristics of geographic locations.
33008756,counties with dementia care,Yes,['geographic_location'],"Compared to counties with AL but no dementia-specific care, counties with dementia care had substantially higher college attainment (24.6% vs 17.7%) and had higher urbanity index (3.8 vs 5.6 on a 1-9 scale, 1 most urban).",Refers to geographic areas with specific characteristics.
33008756,neighborhoods,Yes,['geographic_location'],Medicaid enrollees may be reluctant to move out of their neighborhoods.,Refers to the physical area where individuals reside.
33008756,dementia-specific AL communities,Yes,['socioenvironmental_neighborhood'],"Large socioeconomic disparities persist among counties without any AL or low penetration of AL in their borders in comparison to those with high AL penetration, as well as between counties with and without dementia-specific AL communities.",Relates to socioeconomic disparities and community resources.
32362165,rural and urban,Yes,['geographic_location'],"Moreover, there is a paucity of research examining differences between rural and urban spousal dementia caregivers.",Refers to geographic areas or locations.
32362165,rural caregivers,Yes,['geographic_location'],"However, rural caregivers scored higher on depression and lower on both physical and mental functioning compared to their urban counterparts.",Refers to geographic location of caregivers.
32362165,urban caregivers,Yes,['geographic_location'],"However, rural caregivers scored higher on depression and lower on both physical and mental functioning compared to their urban counterparts.",Urban caregivers refers to a geographic location.
32055966,socioeconomic status,Yes,['socioenvironmental_neighborhood'],All A- (N)- cases in the probable AD group had less than 4 years of formal education and lower socioeconomic status (SES).,SES is a social determinant of health equity
32055966,education,Yes,['socioenvironmental_neighborhood'],Low education and SES were related to dementia in the absence of biomarker changes.,SES is a socioenvironmental factor related to dementia.
32245677,socio-environmental triggers,Yes,['socioenvironmental_neighborhood'],Daily motion episode aggregation revealed motor activity fluctuation throughout the data collection period which was associated with potential socio-environmental triggers.,Relates to social and environmental conditions influencing health.
30869990,rural,Yes,['geographic_location'],Older rural adults face a higher burden of Alzheimer's disease (AD) and delayed detection.,Describes a geographic area associated with ADRD risk.
30869990,rural Appalachia,Yes,['geographic_location'],The BKAD measure was revised after first being tested in rural Appalachia.,Refers to a specific geographic region.
30869990,underserved populations,Yes,['socioenvironmental_neighborhood'],The BKAD measure is a good fit for use in rural and underserved populations.,Describes a community with social and environmental conditions
30309253,subsidized housing,Yes,"['geographic_location', 'socioenvironmental_neighborhood']","This study examined the perceived threat of Alzheimer's disease or related dementias among older Chinese Americans in subsidized housing facilities in Phoenix, Arizona of the United States, and focused on the effect of cultural beliefs (i.e., beliefs toward Alzheimer's disease or related dementias, and beliefs toward intergenerational support) on the perceived threat of Alzheimer's disease or related dementias.",Subsidized housing is related to socioeconomic status and location.
30309253,cultural beliefs,No,['Undefined'],Cultural beliefs can entail both risks and strengths when low-income Chinese American elders attempt to comprehend the implications of Alzheimer's disease or related dementias.,Not related to Neighborhood factor
30309253,intergenerational support,Yes,['socioenvironmental_neighborhood'],"Multivariate analyses suggest that fatalism related beliefs about Alzheimer's disease or related dementias, rather than stigmatization, were related to higher levels of concerns for developing Alzheimer's disease or related dementias, while beliefs in intergenerational support were related to lower levels of perceived threat of Alzheimer's disease or related dementias.",Impacts social support and community cohesion.
32525547,Neighborhood disadvantage,Yes,['socioenvironmental_neighborhood'],"Increasing neighborhood disadvantage was associated with an 8.1% increase in the odds of Alzheimer disease neuropathology for every decile change on the Area Deprivation Index (adjusted odds ratio, 1.08; 95% CI, 1.07-1.09).",Captures social determinants and neighborhood disadvantage.
32525547,Area Deprivation Index,Yes,['socioenvironmental_neighborhood'],Geocoded decedent addresses linked to neighborhood disadvantage as measured by the Area Deprivation Index calculated for the year of death.,"Measures neighborhood disadvantage, a socioenvironmental factor."
32525547,Neighborhood contexts,Yes,"['geographic_location', 'socioenvironmental_neighborhood']",Fewer decedents (n = 24 [5.4%]) originated from the top 20% most disadvantaged neighborhood contexts.,Refers to disadvantaged areas affecting health outcomes.
32481282,community-based,Yes,['socioenvironmental_neighborhood'],"A novel, community-based, multicomponent social care program for dementia was used to facilitate implementation of non-pharmacological interventions, gradual socialization and provide supportive carer and community education.",Refers to social care program in the community setting.
32481282,social isolation,No,['Undefined'],"The community-based, multicomponent dementia social care program described in this case report has enabled a socially isolated patient with Alzheimer's disease to reduce her social isolation with an associated improvement in her mood and prevention of cognitive decline.","Not a neighborhood factor, related to individual condition"
32481282,community engagement,Yes,['socioenvironmental_neighborhood'],Reducing social isolation and increasing community engagement were essential to maintaining the patient's independence in her own home.,Influences social participation and community integration.
32282723,living alone,Yes,['socioenvironmental_neighborhood'],"whereas cognitive preservation was related to living alone (adjusted OR = 3.316, 95% CI = 1.135-9.687, P = .028) in the Korean population.",Living situation impacts cognitive preservation in dementia.
32282723,independence,No,['Undefined'],"cognitive preservation was associated with CDR staging at baseline and independence [adjusted odds ratio (OR) = 1.657, 95% confidence interval (95% CI) = 1.109-2.477, P = .014] in the Taiwanese population",Not related to neighborhood factors
32138626,region,Yes,['geographic_location'],"The region with the highest prevalence of AD was East China(5%), followed by North China(4%) and Central China(3%);",Region is related to geographic location
32138626,rural,Yes,['geographic_location'],this value was slightly higher in rural(5%) than in urban(4%) districts.,Refers to geographic area with AD prevalence
32138626,urban,Yes,['geographic_location'],this value was slightly higher in rural(5%) than in urban(4%) districts.,Urban refers to a geographic location or area.
31686371,environmental/social factors,Yes,['socioenvironmental_neighborhood'],"Observed racial differences may reflect differences in environmental/social factors, changes in cognition, and/or physical functioning.",Relates to social conditions influencing health outcomes.
29718387,neighborhood socioeconomic status,Yes,['socioenvironmental_neighborhood'],"Top ranked predictors were education, age, gender, stroke, NSES, and diabetes, APOE ε4 carrier status, and body mass index (BMI).",NSES is a socioenvironmental neighborhood factor influencing ADRD.
29718387,NSES,Yes,['socioenvironmental_neighborhood'],"When discriminating high from medium classes, top predictors were education, age, gender, stroke, diabetes, NSES, and BMI.",NSES refers to neighborhood socioeconomic status
32041525,rural region,Yes,['geographic_location'],"We conducted a cross-sectional, population-based study in a rural region of southwestern Uganda.",Describes a specific geographic area of residence.
32041525,having a ventilated kitchen,Yes,['physical_environment'],"having a ventilated kitchen (AOR, 0.43; (95% CI, 0.24-0.77, p = 0.001).",Ventilated kitchen affects indoor air quality and health.
31609481,urbanization,Yes,['geographic_location'],Significant disparities in place of death by urban-rural status were also noted.,Urbanization relates to geographic location and urban-rural status.
31609481,urban-rural status,Yes,['geographic_location'],Significant disparities in place of death by urban-rural status were also noted.,Urban-rural status indicates geographic location or area.
33185601,socioeconomic context,Yes,['socioenvironmental_neighborhood'],The large number of potentially modifiable risk factors reported relative to non-modifiable risk factors illustrates the importance of socioeconomic context in the pathogenesis of ADRD in Indigenous populations.,Relates to social conditions influencing health equity
32651328,social distancing,Yes,['socioenvironmental_neighborhood'],Fifty percent of patients experienced significant worsening of clinical picture and quality of life since the start of social distancing.,Impacts social environment and community conditions.
32651328,COVID-19 pandemic,Yes,['socioenvironmental_neighborhood'],"The COVID-19 pandemic is changing clinical practice in neurology, after the governments decided the introduction of social distancing and interruption of medical non-emergency services in many countries.",Describes a social condition affecting health services.
32476553,community-based organizations,Yes,['socioenvironmental_neighborhood'],"For primary care providers confronting this challenge, community-based organizations can be key partners in supporting earlier identification of AD/ADRD and earlier entry into treatment, especially for minority groups.",Impacts social support and access to care
32476553,culturally appropriate group education,Yes,['socioenvironmental_neighborhood'],"A major strength of these centers is that they provide culturally appropriate group education that focuses on whole group quality of life, rather than singling out any individual.",Culturally appropriate education impacts social determinants of health.
32476553,holistic family-centered care,No,['Undefined'],"They also offer holistic family-centered care and staff have a deep understanding of cultural and social issues that affect care, including family dynamics.",Not related to Neighborhood factor
31666352,socioeconomic position,Yes,['socioenvironmental_neighborhood'],"Childhood cognitive ability was strongly associated with cognitive scores including the PACC more than 60 years later, and there were independent effects of education and SEP.",SEP is a social determinant of health equity
31804354,nursing homes,Yes,['geographic_location'],"Dementia prevalence was 42.4% among those living in NHs, which was significantly higher than that of 5.3% in CCs (P < .0001).",Nursing homes represent a specific geographic or residential location.
31804354,common communities,Yes,['geographic_location'],"Dementia prevalence was 42.4% among those living in NHs, which was significantly higher than that of 5.3% in CCs (P < .0001).",Entity refers to a type of residential area.
30588841,rural area,Yes,['geographic_location'],"The study aims were to explore stakeholder perceptions about cognitive screening in a rural, ethnically diverse, underserved setting, and to examine whether perceptions varied by years lived in a rural area, career, health literacy, willingness to be screened, ethnicity, education, or age.",Refers to a physical area or location.
30588841,rural health professionals,Yes,['geographic_location'],"It is important for rural health professionals to consider that contrary to previous stigma concerns, stakeholders may support earlier dementia detection.",Refers to professionals in a specific geographic area.
30324863,social networks,No,['Undefined'],"Extensive social networks are associated with better physical, mental, and cognitive health in aging, but the underlying brain substrates remain largely unexplored.",Entity is not a neighborhood factor
30324863,number of high-contact social roles,No,['Undefined'],"Gray matter networks associated with the number of high-contact social roles and the total number of network members were identified after adjusting for age, sex, education, global health, and total intracranial volume - and shared nodes included medial, lateral and orbital prefrontal, hippocampal, precuneus, insular, and cingulate regions.",Entity is not related to Neighborhood factors
30324863,total number of network members,No,['Undefined'],"Gray matter networks associated with the number of high-contact social roles and the total number of network members were identified after adjusting for age, sex, education, global health, and total intracranial volume - and shared nodes included medial, lateral and orbital prefrontal, hippocampal, precuneus, insular, and cingulate regions.",Not related to Neighborhood factors
28361578,Living rural,Yes,['geographic_location'],"Dyads' depictions of perceived social determinants of health focused on the adoption of a healthy lifestyle, description of relationships, and advantages of living in a rural area.",Refers to the geographic location of rural area.
28361578,Connecting with neighbors and community,Yes,['socioenvironmental_neighborhood'],"Dyads' depictions of perceived social determinants of health focused on the adoption of a healthy lifestyle, description of relationships, and advantages of living in a rural area.",Describes social connections within the community.
30927917,residence,Yes,['geographic_location'],The purpose of this study was to assess the dietary fatty acid intake and its effect on plasma fatty acids in elderly Saudi women and to compare the differences in their food and plasma fatty acid profile on the basis of their residence.,Residence relates to the geographic location of individuals.
30927917,recruitment sites,Yes,['geographic_location'],"As compared to the AD group, the concentration of LA and total ω-6 was significantly (p ≤ 0.05) higher in the control group from both recruitment sites [National Guard Health Affairs, King Abdulaziz Medical City, Riyadh (NGH) and Social Welfare Homes for the Elderly (SWH)].",Refers to specific locations where data was collected.
30927917,"National Guard Health Affairs, King Abdulaziz Medical City, Riyadh (NGH)",Yes,['geographic_location'],"As compared to the AD group, the concentration of LA and total ω-6 was significantly (p ≤ 0.05) higher in the control group from both recruitment sites [National Guard Health Affairs, King Abdulaziz Medical City, Riyadh (NGH) and Social Welfare Homes for the Elderly (SWH)].",Entity refers to a specific healthcare facility location.
30927917,Social Welfare Homes for the Elderly (SWH),Yes,['geographic_location'],"As compared to the AD group, the concentration of LA and total ω-6 was significantly (p ≤ 0.05) higher in the control group from both recruitment sites [National Guard Health Affairs, King Abdulaziz Medical City, Riyadh (NGH) and Social Welfare Homes for the Elderly (SWH)].",Entity refers to a specific location or facility.
30832581,geographic location,Yes,['geographic_location'],"The seven module program is person-centred, covering awareness raising, adjustment, and practical support that is individualized according to geographic location and the particular goals and preferences of participants.",Refers to tailoring support based on location.
30455049,environmental rearrangements,Yes,['physical_environment'],Our study demonstrates that BPSD prevalence can be reduced following plain environmental rearrangements aimed at improving spatial and temporal orientation.,Modifying environment to impact dementia behavior
30455049,long-term care nursing home,Yes,['geographic_location'],To determine whether environmental rearrangements of the long-term care nursing home can affect disruptive behavioral and psychological symptoms of dementia (BPSD) in residents with dementia.,Refers to a specific location where residents live.
30507573,living in residential care,Yes,['socioenvironmental_neighborhood'],"A range of comorbid factors related to dementia was also identified (i.e., functional impairment, incontinence, recent hospital admission, low body mass index, living in residential care, depression, current high-risk alcohol use, social isolation, low physical activity levels).",Relates to social determinants and living conditions.
30475764,clinic,Yes,['geographic_location'],"Study participants will be recruited from selected primary care clinics of Kaiser Permanente Washington, oversampling people with non-white race or Hispanic ethnicity.",Refers to a specific location where participants are recruited.
30475764,social isolation,No,[],"Participants randomized to the SMARRT group will work with a behavioral coach and nurse to develop a personalized plan related to their risk factors (poorly controlled hypertension, diabetes with evidence of hyper or hypoglycemia, depressive symptoms, poor sleep quality, contraindicated medications, physical inactivity, low cognitive stimulation, social isolation, poor diet, smoking).",Not a neighborhood factor
29804688,urban neighborhoods,Yes,"['geographic_location', 'socioenvironmental_neighborhood']",A culturally informed community health assessment was conducted to explore the community context of care for older adults in African American urban neighborhoods.,Describes community context for care in specific neighborhoods.
29804688,urban neighborhoods,Yes,"['geographic_location', 'socioenvironmental_neighborhood']","Content analysis revealed shame, improper housing, financial constraints, resource inadequacy, transportation concerns, and knowledge deficit as common challenges faced by the older adults and their families to receiving health services to support aging in place within urban neighborhoods.",Urban neighborhoods relate to geographic and socioenvironmental context.
30095442,police interaction,No,['Undefined'],"Of the 281 patients studied, 50 (18%) had a history of interacting with the police during the course of their disease.",Entity is not related to Neighborhood factor
30121113,road-crossing behavior,No,[],This study investigated the differences in road-crossing behavior among healthy older adults and patients with Alzheimer's disease (AD).,Entity is related to ADRD symptom or behavior.
30121113,traffic crash,Yes,['problems_related_to_physical_environment'],"We found that patients with AD were more vulnerable to traffic crash while crossing the road than healthy older adults (Odds Ratio = 2.50, P < 0.05).",Traffic crash is related to road safety and infrastructure.
30121113,daylight conditions,Yes,['physical_environment'],"Compared with healthy older adults, patients with AD were more severely affected by daylight conditions, faster vehicle speed, and shorter time gap.",Daylight affects road-crossing behavior and safety.
30121113,vehicle speed,Yes,"['physical_environment', 'problems_related_to_physical_environment']","Compared with healthy older adults, patients with AD were more severely affected by daylight conditions, faster vehicle speed, and shorter time gap.",Relates to road conditions and safety
30121113,time gap,Yes,['physical_environment'],"Compared with healthy older adults, patients with AD were more severely affected by daylight conditions, faster vehicle speed, and shorter time gap.",Related to road design and traffic conditions
29997191,environment,Yes,['physical_environment'],"Emerging evidence emphasizes the interaction among ethnicity, genetics, epigenetics, environment, culture, and neurobiology in influencing manifestations of dementia.",Environment affects dementia manifestations.
29997191,culture,Yes,['socioenvironmental_neighborhood'],"Emerging evidence emphasizes the interaction among ethnicity, genetics, epigenetics, environment, culture, and neurobiology in influencing manifestations of dementia.",Culture influences social environment and dementia manifestations.
30049934,urban vs. rural locality,Yes,['geographic_location'],"Significant differences between groups were observed for age (<i>p</i> < 0.0001), urban vs. rural locality (<i>p</i> = 0.0472) and residing near industrial areas.",Urban vs. rural locality is a geographic characteristic.
30049934,residing near industrial areas,Yes,"['physical_environment', 'problems_related_to_physical_environment']","Significant differences between groups were observed for age (<i>p</i> < 0.0001), urban vs. rural locality (<i>p</i> = 0.0472) and residing near industrial areas.",Exposure to industrial areas affects health and environment.
29669098,childhood rural residence,Yes,['geographic_location'],"A significant interaction (p = .0477) between education and childhood rural residence was found for the risk of AD that higher education level is significantly associated with reduced AD risk (HR = 0.87) in participants with childhood rural residence, but no association in those with urban upbringing.",Relates to geographic location of childhood residence.
29669098,rural residence,Yes,['geographic_location'],These results emphasize the importance of early life factors including rural residence and education for the risk for dementia later in life.,Rural residence indicates geographic location in early life.
30452411,dining room,Yes,['physical_environment'],The aim of the present study was to assess the impact of odorizing the dining room of AD Units with a meat odor before lunch on subsequent food intake and eating behavior.,Dining room is a built environment factor.
30452411,AD Units,Yes,['geographic_location'],"In French nursing homes, AD patients may live in special care units that better meet dementia residents' needs.",Refers to a specific care setting within nursing homes.
29865052,rural counties,Yes,['geographic_location'],Change in age-adjusted AD mortality was higher in rural counties (9.5±1.4) versus urban (5.9±1.1) over the time period examined.,Rural counties refer to a geographic area or location.
29865052,rurality,Yes,['geographic_location'],155 Texas counties were divided into 73 rural and 82 urban areas using the U.S. Census Bureau definition of rurality.,Rurality is related to geographic location classification.
