PMID,factor_relevance,entity,category,source_sentence,explanation
31942805,No,Alzheimer's disease,AD/ADRD,There is limited understanding about how people in the severe stages of Alzheimer's disease (AD) experience and demonstrate awareness.,Central focus of the study on severe AD.
31942805,No,severe Alzheimer's disease,AD/ADRD,"Awareness is complex, heterogeneous and varies significantly between individuals. Environmental and contextual factors have a significant impact on whether awareness is observed in people with severe AD.",Specific condition studied in the context of awareness.
31842672,No,,,,
33808644,No,dietary intervention,Food,"The future of technology use in dementia care should indicate solutions tailored to individual characteristics such as new technology solutions (GPS trackers, smartphone apps, dietary intervention, and meal planning apps).",Mentioned as a technology solution for dementia care.
33808644,No,meal planning apps,Food,"The future of technology use in dementia care should indicate solutions tailored to individual characteristics such as new technology solutions (GPS trackers, smartphone apps, dietary intervention, and meal planning apps).",Linked to food-related care for dementia patients.
33808644,No,dementia,AD/ADRD,"The future of technology use in dementia care should indicate solutions tailored to individual characteristics such as new technology solutions (GPS trackers, smartphone apps, dietary intervention, and meal planning apps).",Primary condition addressed in the study.
33750362,No,,,,
33800246,No,,,,
33759810,No,Alzheimer's disease,ADRD,"we aimed to examine the associations with various psychiatric disorders for instance anxiety, depression, psychotic disorder and Alzheimer's disease",Mentioned as a psychiatric disorder linked to social isolation and loneliness.
33714024,No,,,,
33529857,No,,,,
33275069,No,Alzheimer's disease mortality,AD/ADRD,This study examines the association between psychological distress and Alzheimer's disease mortality among US adults aged ≥45.,"Study focuses on psychological distress, not Food factors."
33227157,Yes,DASH diet,Food,"This pilot study's purpose was to examine the feasibility and acceptability of a novel intervention, Mindfulness in Motion (MIM) and Dietary Approaches to Stop Hypertension DASH (MIM DASH), to improve diet, mindfulness, stress, and systolic blood pressure (BP) in older African Americans with mild cognitive impairment (MCI) and hypertension.",DASH diet is a documented food intervention linked to ADRD risk via hypertension.
33227157,Yes,Alzheimer's disease or related dementias,AD/ADRD,Hypertension increases the risk of developing Alzheimer's disease or related dementias.,ADRD is the health outcome targeted by the dietary intervention.
32991743,No,dementia,AD/ADRD,During a median follow-up of 24.9 years... 208 men developed dementia and 128 developed AD.,"Outcome studied, not linked to Food factors."
32991743,No,Alzheimer's disease (AD),AD/ADRD,During a median follow-up of 24.9 years... 208 men developed dementia and 128 developed AD.,"Outcome studied, not linked to Food factors."
32270735,No,,,,
32246530,No,Alzheimer's disease,ADRD,The prevalence of Alzheimer's disease and associated disorders is increasing.,Primary focus of the study.
32246530,No,dementia,ADRD,The purpose of this study was to explore questions asked over 1 year of the rural caregiving telemedicine program-encompassing 5 programs-to identify the scope of dementia-related knowledge gaps among attendees.,Central topic of the telemedicine program.
31855010,No,Alzheimer's disease (AD),AD/ADRD,"We examined a sample of 59 patients with FTD, 52 patients with Alzheimer's disease (AD), and 38 neurologically healthy controls.",Study includes AD patients as a comparison group.
31729523,No,,,,
33516287,No,,,,
33476879,No,alcohol use,Food,Our results highlighted cases where modifiable (non-genetic) factors - namely light and moderate alcohol use and employment - would have been associated with HD progression in models that did not use PS weights to control for baseline imbalances.,"Alcohol use is a Food factor but the study focuses on Huntington's disease, not ADRD."
33476879,No,substance use (marijuana),Food,"We also found potential evidence of a protective effect of substance use (primarily marijuana use), and that those who needed antidepressant treatment were likely to progress faster than non-users.","Substance use is a Food factor but the study focuses on Huntington's disease, not ADRD."
33252621,No,,,,
32812527,No,,,,
32757854,No,,,,
32646634,No,,,,
32580164,No,,,,
32138542,No,,,,
32050779,No,dementia,ADRD,Persons with dementia use emergency department services at rates greater than other older adults.,Central condition studied in the paper.
32050779,No,emergency department use,ADRD,Persons with dementia use emergency department services at rates greater than other older adults.,Key outcome related to dementia care.
31898092,No,,,,
33452625,No,"Alzheimer's, confusion, and dementia",AD/ADRD,"caregivers who cared for patients with Alzheimer's, confusion, and dementia were more likely to communicate electronically with a provider.",Mentions ADRD conditions as patient characteristics.
32890393,No,Dementia,AD/ADRD,"In total, 226 participants [...] were classified as CN or diagnosed with MCI or dementia.",Dementia is a primary outcome in the study's diagnostic classification.
32890393,No,Mild Cognitive Impairment,AD/ADRD,"In total, 226 participants [...] were classified as CN or diagnosed with MCI or dementia.",MCI is a key diagnostic category in the study's clinical groups.
32890393,No,Cognitively Normal,AD/ADRD,"In total, 226 participants [...] were classified as CN or diagnosed with MCI or dementia.",Cognitively Normal (CN) is a baseline group for comparison in ADRD research.
32613239,No,,,,
33444359,No,,,,
33505534,No,Vascular Cognitive Impairment (VCI),ADRD,We aimed to study the frequency and associated factors of VH in vascular cognitive impairment (VCI) and investigate the feasibility of clinically diagnosing the mixed pathology of VCI with DLB.,VCI is a type of cognitive impairment linked to vascular factors.
33505534,No,Visual Hallucinations (VH),ADRD,"Visual hallucinations (VHs) are striking features for dementia, especially dementia with Lewy bodies (DLB).",VH is a symptom associated with dementia subtypes like DLB.
33285188,No,,,,
33407913,No,Alzheimer's disease,AD/ADRD,"Alzheimer's disease (AD) and behavioral variant frontotemporal dementia (bvFTD) cause distinct atrophy and functional disruptions within two major intrinsic brain networks, namely the default network and the salience network, respectively.",Study focuses on AD as a primary disease entity.
33407913,No,behavioral variant frontotemporal dementia,AD/ADRD,"Alzheimer's disease (AD) and behavioral variant frontotemporal dementia (bvFTD) cause distinct atrophy and functional disruptions within two major intrinsic brain networks, namely the default network and the salience network, respectively.",Study focuses on bvFTD as a primary disease entity.
33404617,No,Frontotemporal dementia (FTD),AD/ADRD,"Behavioral disturbances are core features of frontotemporal dementia (FTD); however, symptom progression across the course of disease is not well characterized in genetic FTD.",FTD is a type of dementia related to ADRD.
33404617,No,C9orf72,AD/ADRD,"Of 232 patients with FTD, 115 (49.6%) had a C9orf72 expansion (median [interquartile range (IQR)] age at evaluation, 64.3 [57.5-69.7] years; 72 men [62.6%]; 115 White patients [100%]), 78 (33.6%) had a GRN variant (median [IQR] age, 63.4 [58.3-68.8] years; 40 women [51.3%]; 77 White patients [98.7%]), and 39 (16.8%) had a MAPT variant (median [IQR] age, 56.3 [49.9-62.4] years; 25 men [64.1%]; 37 White patients [94.9%]).",C9orf72 is a genetic variant associated with FTD.
33404617,No,GRN,AD/ADRD,"Of 232 patients with FTD, 115 (49.6%) had a C9orf72 expansion (median [interquartile range (IQR)] age at evaluation, 64.3 [57.5-69.7] years; 72 men [62.6%]; 115 White patients [100%]), 78 (33.6%) had a GRN variant (median [IQR] age, 63.4 [58.3-68.8] years; 40 women [51.3%]; 77 White patients [98.7%]), and 39 (16.8%) had a MAPT variant (median [IQR] age, 56.3 [49.9-62.4] years; 25 men [64.1%]; 37 White patients [94.9%]).",GRN is a genetic variant linked to FTD.
33404617,No,MAPT,AD/ADRD,"Of 232 patients with FTD, 115 (49.6%) had a C9orf72 expansion (median [interquartile range (IQR)] age at evaluation, 64.3 [57.5-69.7] years; 72 men [62.6%]; 115 White patients [100%]), 78 (33.6%) had a GRN variant (median [IQR] age, 63.4 [58.3-68.8] years; 40 women [51.3%]; 77 White patients [98.7%]), and 39 (16.8%) had a MAPT variant (median [IQR] age, 56.3 [49.9-62.4] years; 25 men [64.1%]; 37 White patients [94.9%]).",MAPT is a genetic variant associated with FTD.
33397453,No,,,,
34951365,Yes,dietary prebiotic consumption,Food,This study aimed to investigate the association between dietary prebiotic intake and risk for Alzheimer's disease (AD).,Dietary prebiotic intake is a food factor linked to AD risk.
34951365,Yes,fructan intake,Food,Each additional gram of fructan intake was associated with 24% lower risk for AD ((95% CI)=0.60-0.97; P =0.03).,"Fructan, a prebiotic, is associated with reduced AD risk."
34951365,Yes,Alzheimer's disease,AD/ADRD,Higher dietary fructan intake is associated with a reduced risk of clinical Alzheimer's disease among older adults.,Alzheimer's disease is the health outcome studied.
34784596,Yes,alcohol consumption,Food,Our primary objective is to investigate whether alcohol consumption is associated with lower cognitive performance at an early phase of the development of cognitive impairment (mild cognitive impairment [MCI] stage),Alcohol consumption is a dietary factor linked to cognitive outcomes.
34784596,Yes,mild cognitive impairment (MCI),AD/ADRD,Our primary objective is to investigate whether alcohol consumption is associated with lower cognitive performance at an early phase of the development of cognitive impairment (mild cognitive impairment [MCI] stage),MCI is a precursor to Alzheimer's disease and related dementias.
34744081,Yes,dietary patterns,Food,"Six lifestyle factors including physical activity, cognitive activity, social engagements, dietary patterns, mindfulness, and cognitive reserve were combined to derive the RI (possible range of scores: 1-378).",Dietary patterns are a Food factor linked to brain health and ADRD risk.
34719498,No,,,,
34690143,No,Alzheimer's disease and related disorders (ADRD),AD/ADRD,"Socioeconomic status (SES), race, ethnicity, and medical comorbidities may contribute to Alzheimer's disease and related disorders (ADRD) health disparities.",Study focus on ADRD health disparities.
34690143,No,ADRD health outcomes,AD/ADRD,"Our study highlights the need to critically address potential interactions between race, ethnicity, and SES which may better explain disparities in ADRD health outcomes.",Mentions ADRD health disparities.
34657890,No,,,,
34602483,No,,,,
34602476,No,,,,
34585219,No,Alzheimer's disease (AD),AD/ADRD,The electronic Person-Specific Outcome Measure (ePSOM) development programme is underpinned by the need to identify and detect change in early disease manifestations... in the AD population with a focus on those at the pre-dementia stages of disease.,Directly refers to the study's focus on Alzheimer's disease.
34585219,No,brain health,AD/ADRD,The ePSOM data has generated evidence on what matters to people when developing new treatments for AD that target secondary prevention and therein maintenance of brain health.,Refers to the health outcomes relevant to Alzheimer's disease.
34542077,No,,,,
34420970,No,,,,
34420505,No,,,,
34366351,No,,,,
34366345,No,Amyloid-β pathology,ADRD,"In linear regression models adjusted for demographics, amyloid-β pathology was associated with lower decision making (estimate = -0.35; SE = 0.16, p = 0.03), particularly healthcare decision making (estimate = -0.20; SE = 0.09, p = 0.03), as well as greater scam susceptibility (estimate = 0.12; SE = 0.04, p = 0.003); tau-tangle pathology was not related.",Linked to decision-making deficits in ADRD.
34366345,No,TDP-43 pathology,ADRD,"Further, TDP-43 pathology was associated with greater scam susceptibility (estimate = 0.10; SE = 0.04; p = 0.02).",Associated with scam susceptibility in ADRD.
34334393,Yes,MIND Diet,Food,"MIND diet, a hybrid of the Mediterranean diet and the Dietary Approaches to Stop Hypertension diet, is associated with a slower cognitive decline and lower risk of Alzheimer's disease (AD) dementia in older adults.",MIND Diet is a dietary pattern linked to reduced AD risk.
34334393,Yes,Alzheimer's disease dementia,AD/ADRD,"MIND diet, a hybrid of the Mediterranean diet and the Dietary Approaches to Stop Hypertension diet, is associated with a slower cognitive decline and lower risk of Alzheimer's disease (AD) dementia in older adults.",AD dementia is the primary outcome studied in relation to diet.
34334393,Yes,MIND Diet,Food,"MIND diet is associated with better cognitive functioning independently of common brain pathology, suggesting that the MIND diet may contribute to cognitive resilience in the elderly.",MIND Diet's cognitive benefits are highlighted in the conclusion.
34334393,Yes,Alzheimer's disease dementia,AD/ADRD,The MIND diet-cognition relationship remained significant when we restricted our analysis to individuals without mild cognitive impairment at the baseline [...] or in people diagnosed with postmortem diagnosis of AD based on NIA-Reagan consensus recommendations.,AD diagnosis is a key criterion in the study's analysis.
34266598,No,eating behavior,Food,emerging evidence suggests that the disease also affects body functions including changes in eating behavior and metabolism,Refers to dietary habits and consumption patterns.
34266598,No,Frontotemporal dementia (FTD),AD/ADRD,Frontotemporal dementia (FTD) has traditionally been regarded as a disease of cognition and behavior,A specific type of dementia under ADRD classification.
34225983,No,,,,
34219719,No,Alzheimer's disease,AD/ADRD,The apolipoprotein E (APOE) ɛ4 allele is reported to be a strong genetic risk factor for mild cognitive impairment (MCI) and Alzheimer's disease (AD).,Mentions Alzheimer's disease as a genetic risk outcome.
34219719,No,mild cognitive impairment,AD/ADRD,To investigate whether APOEɛ4 and a genetic sum score of AD-associated risk alleles (GRSAD) interact with SEP indicators to affect MCI in a population-based cohort.,MCI is a precursor to Alzheimer's disease.
34219719,No,APOEɛ4,AD/ADRD,Indication for interaction on the additive scale was found between APOEɛ4 and low education on MCI (RERI: 0.52 [95% confidence interval (CI): 0.01; 1.03]).,APOEɛ4 is a genetic risk factor for Alzheimer's disease.
34151804,No,vascular health behaviors,ADRD,"The campaign demonstrated the potential for generating news coverage about this issue, which should highlight the preventive benefits of vascular health behaviors.",Vascular health behaviors are linked to dementia risk reduction.
34151804,No,brain health,ADRD,The national campaign utilized multiple media channels to promote messages about the importance of brain health and reducing the risk of dementia.,Brain health promotion is central to dementia prevention.
34151793,Yes,alcohol consumption,Food,The present study showed significant associations between drinking frequency and CSF AD biomarkers in cognitively intact older adults. Alcohol consumption may have an influence on AD by modulating amyloid deposition and tau phosphorylation in the preclinical stage.,Alcohol consumption is a dietary factor linked to AD biomarkers.
34151793,Yes,CSF p-tau/Aβ42,AD/ADRD,Participants in frequent drinking group had higher CSF p-tau/Aβ42 and tTau/Aβ42.,CSF p-tau/Aβ42 is a biomarker of Alzheimer's pathology.
34151793,Yes,tTau/Aβ42,AD/ADRD,Participants in frequent drinking group had higher CSF p-tau/Aβ42 and tTau/Aβ42.,tTau/Aβ42 indicates tau and amyloid abnormalities in AD.
34102974,No,,,,
34101795,No,,,,
34101793,No,dementia,ADRD,"2993 patients developed dementia, including 103 with AD dementia and 315 with stroke.",Primary health outcome studied in the cohort.
34101793,No,Alzheimer's disease (AD) dementia,ADRD,"2993 patients developed dementia, including 103 with AD dementia and 315 with stroke.",Specific subtype of dementia analyzed in the study.
34101793,No,stroke,ADRD,"2993 patients developed dementia, including 103 with AD dementia and 315 with stroke.",Neurological outcome co-analyzed with dementia.
34101781,No,,,,
34057092,No,Posterior Cortical Atrophy (PCA),AD/ADRD,D. Frank Benson and colleagues first described the clinical and neuropathological features of posterior cortical atrophy (PCA) from patients in the UCLA Neurobehavior Program.,Describes a specific dementia subtype under ADRD.
34057092,No,visuospatial symptoms,AD/ADRD,"On presentation, most had visual localization complaints and related visuospatial symptoms, but nearly half had memory complaints followed by symptoms of depression.","Clinical manifestation of PCA, a form of ADRD."
34057092,No,Gerstmann's syndrome,AD/ADRD,"Neurobehavioral testing showed predominant difficulty with visuospatial constructions, Gerstmann's syndrome, and Balint's syndrome, but also impaired memory and naming.",Neurological syndrome associated with ADRD.
34057092,No,Balint's syndrome,AD/ADRD,"Neurobehavioral testing showed predominant difficulty with visuospatial constructions, Gerstmann's syndrome, and Balint's syndrome, but also impaired memory and naming.",Neurological syndrome linked to ADRD.
34024833,No,,,,
33967040,No,,,,
33935098,No,,,,
33935076,No,dementia,ADRD,"Using the CDR, a higher level of informant-reported discrimination was associated with higher odds of dementia (OR: 1.24, 95% CI 1.08 -1.42, p = 0.002) and cognitive impairment (OR: 1.21, 95% CI: 1.06 -1.39, p = 0.004).",Study outcome measure for dementia diagnosis.
33935076,No,cognitive impairment,ADRD,"Using the CDR, a higher level of informant-reported discrimination was associated with higher odds of dementia (OR: 1.24, 95% CI 1.08 -1.42, p = 0.002) and cognitive impairment (OR: 1.21, 95% CI: 1.06 -1.39, p = 0.004).",Study outcome measure for cognitive decline.
33896840,No,Alzheimer's disease,AD/ADRD,Psychotic symptoms are an important and increasingly recognized aspect of Alzheimer's disease (AD).,Directly refers to the condition under study.
33896840,No,functional endpoint,AD/ADRD,"The presence of at least one psychotic symptom was initially associated with an increased risk of reaching the functional endpoint (HR 3.12, 95% CI 1.67-5.86, p < 0.001) and the endpoint of dependence (HR = 1.498, 95% CI 1.05-2.13, p = 0.03).",Measures disease progression in ADRD.
33896840,No,cognitive endpoint,AD/ADRD,Psychotic symptoms were not associated with the cognitive endpoint.,Measures cognitive decline in ADRD.
33843669,No,,,,
33814442,No,Alzheimer's disease,AD/ADRD,To investigate the composition of gut microbiota in AD patients and their association with cognitive function and neuropsychiatric symptoms (NPS).,Study focuses on AD patients and cognitive symptoms.
33814442,No,neuropsychiatric symptoms (NPS),AD/ADRD,"AD patients with NPS showed decreased Chitinophagaceae, Taibaiella, and Anaerobacterium compared with those without NPS.",NPS are behavioral symptoms associated with AD.
33770546,No,,,,
33749644,No,appetite/eating abnormalities,ADRD,"appetite/eating abnormalities, anxiety, irritability, disinhibition, and depression (R2 = 0.627, F(15,76) = 8.510, p < 0.001).",Symptom of ADRD contributing to caregiver distress.
33646146,No,Alzheimer's disease,AD/ADRD,"In 2015, a patient in hospice with Alzheimer's disease (AD) was treated with ionizing radiation to her brain using repeated CT scans.",The study focuses on Alzheimer's disease as the primary condition.
33612541,No,,,,
33554912,No,,,,
33545500,No,amnestic Mild Cognitive Impairment (aMCI),AD/ADRD,Apathy is recognized as a prevalent behavioral symptom of amnestic Mild Cognitive Impairment (aMCI).,aMCI is a precursor to Alzheimer's disease.
33545500,No,Alzheimer's Disease (AD),AD/ADRD,"In aMCI, apathy is associated with an increased risk and increases the risk of progression to Alzheimer's Disease (AD).",AD is a primary focus of ADRD research.
33492297,No,,,,
33467967,No,,,,
33427746,No,,,,
33386806,No,,,,
33369564,No,,,,
33361605,No,,,,
33337379,No,,,,
33271491,No,,,,
33137359,No,Alzheimer's disease,AD/ADRD,Women represent ⅔ of the cases of Alzheimer's disease (AD).,Primary focus of the study on ADRD.
33070471,No,,,,
33020896,No,,,,
32819031,No,APOE e4 allele,AD/ADRD,"We investigated to what extent eight different types of mental demands at work together with the APOE e4 allele, a major risk gene for late-onset Alzheimer's disease, affect cognitive functioning in late life.",Genetic risk factor for Alzheimer's disease.
32819031,No,cognitive decline,AD/ADRD,Mixed-effects modeling [...] indicated that participants who had an occupational history of working in jobs with high compared to low demands [...] had a slower cognitive decline.,Key outcome measure for Alzheimer's progression.
32813409,Yes,dietary education programs,Food,The objective of this review is to identify and map the evidence on the types of dietary education programs that have been implemented and evaluated in any setting for adults with neurological diseases.,Dietary education programs are a Food factor related to diet and health interventions.
32813409,Yes,dietary recommendations,Food,Dietary recommendations for most of these diseases follow national dietary guidelines.,Dietary recommendations relate to food guidelines influencing health outcomes.
32813409,Yes,Alzheimer's disease and dementias,AD/ADRD,"Up to 1 billion people are affected by neurological diseases, most commonly Alzheimer's disease and dementias, epilepsy, Huntington's disease, motor neurone disease, multiple sclerosis, Parkinson's disease, and stroke.",Alzheimer's disease and dementias are core ADRD conditions studied in the context of dietary interventions.
32728945,No,,,,
32662384,Yes,alcohol consumption,Food,Heavy alcohol consumption is associated with poorer cognitive function in older adults.,Alcohol consumption is a dietary factor linked to cognitive decline.
32662384,Yes,episodic memory,AD/ADRD,The ε4+ heavy drinking subgroup had the poorest GCA and episodic memory.,Episodic memory decline is a cognitive marker of ADRD.
32366802,No,,,,
32287025,No,Mild Cognitive Impairment,ADRD,Aimless movement or wandering may be a symptom of mild cognitive impairment (MCI) that arises as a consequence of confusion and forgetfulness.,MCI is a precursor to Alzheimer's disease and related dementias.
31684764,No,Alzheimer's disease and other related dementias,ADRD,African-Americans face higher rates of Alzheimer's disease and other related dementias than any other group.,Directly mentioned as the focus of the study.
31530163,No,level of education,Food,Regression analysis indicated that level of education was negatively related to gain scores.,Education is a socioeconomic factor influencing health outcomes.
31530163,No,caregiver gains,AD/ADRD,Our aim here was to study caregiver gains within the framework of positive psychology...,Caregiver gains relate to dementia care context.
31326211,No,,,,
33380791,No,,,,
33377123,No,,,,
33331398,No,probable Alzheimer's disease (AD),ADRD,investigate if the PSI could distinguish between groups with (clinical group) and without (non-clinical group) a diagnosis of probable Alzheimer's disease (AD).,Diagnostic category for ADRD in the study.
33271079,No,,,,
33137538,No,,,,
33125299,No,,,,
32962983,No,,,,
32886438,No,education,ADRD,"We observed an increasing trend of dementia prevalence and incidence in the Chinese elderly, especially those with low education.",Education level linked to dementia risk trends.
32886438,No,low education,ADRD,The dramatic rise in numbers of people with dementia may happen most likely in low-educated populations.,Low education associated with higher dementia incidence.
32777010,No,,,,
31747852,No,,,,
33253192,No,,,,
33244011,Yes,diet,Food,"Using machine learning (random forest) and permutation-based methods we select the set of most important self-reported variables for MCI conversion which includes among others, subjective cognitive decline, educational level, working experience, social life, and diet.",Diet is a Food factor linked to MCI conversion.
33244011,Yes,Mild cognitive impairment (MCI),AD/ADRD,Mild cognitive impairment (MCI) is an intermediary stage between the expected decline of normal aging and the pathological decline associated with dementia.,MCI is a precursor to Alzheimer's disease.
33244011,Yes,Alzheimer's Disease,AD/ADRD,"Alzheimer's Disease is a complex, multifactorial, and comorbid condition.",Primary focus of the study on ADRD.
33220712,No,,,,
33250623,No,,,,
33250618,No,,,,
33198736,No,Alzheimer's Disease Knowledge Scale (ADKS),AD/ADRD,"Three validated instruments, Alzheimer's Disease Knowledge Scale (ADKS), Dementia Care Attitude Scale (DCAS) and Approach to Advanced Dementia Care Questionnaire (ADCQ), were used to examine students' dementia knowledge, attitudes and perceived care approach.",Measures knowledge about Alzheimer's disease.
33198736,No,Dementia Care Attitude Scale (DCAS),AD/ADRD,"Three validated instruments, Alzheimer's Disease Knowledge Scale (ADKS), Dementia Care Attitude Scale (DCAS) and Approach to Advanced Dementia Care Questionnaire (ADCQ), were used to examine students' dementia knowledge, attitudes and perceived care approach.",Assesses attitudes toward dementia care.
33198736,No,Approach to Advanced Dementia Care Questionnaire (ADCQ),AD/ADRD,"Three validated instruments, Alzheimer's Disease Knowledge Scale (ADKS), Dementia Care Attitude Scale (DCAS) and Approach to Advanced Dementia Care Questionnaire (ADCQ), were used to examine students' dementia knowledge, attitudes and perceived care approach.",Evaluates care approaches for advanced dementia.
33189136,No,behavioral variant of Alzheimer's disease (bvAD),ADRD,"We previously found temporoparietal-predominant atrophy patterns in the behavioral variant of Alzheimer's disease (bvAD), with relative sparing of frontal regions.",bvAD is a subtype of Alzheimer's disease.
33189136,No,amnestic-predominant AD (tAD),ADRD,"We retrospectively included 150 participants, including 29 bvAD, 28 'typical' amnestic-predominant AD (tAD), 28 behavioral variant of frontotemporal dementia (bvFTD), and 65 cognitively normal participants.",tAD is a common form of Alzheimer's disease.
33189136,No,behavioral variant of frontotemporal dementia (bvFTD),ADRD,"We retrospectively included 150 participants, including 29 bvAD, 28 'typical' amnestic-predominant AD (tAD), 28 behavioral variant of frontotemporal dementia (bvFTD), and 65 cognitively normal participants.",bvFTD is a neurodegenerative disorder related to dementia.
33166168,No,,,,
33054577,No,,,,
33039748,No,,,,
33008756,No,Alzheimer's disease and related dementias,ADRD,There may be a mismatch in need and availability of residential care options for older adults with Alzheimer's disease and related dementias that contributes to the disproportionate share of racial/ethnic minorities with dementia in nursing homes.,Directly references ADRD in the context of care availability.
33008756,No,dementia,ADRD,"Lack of available AL beds in the communities where Medicaid individuals reside could make rebalancing efforts doubly difficult, in that Medicaid enrollees may be reluctant to move out of their neighborhoods.",Implies dementia care needs in residential settings.
32964577,No,,,,
32857486,No,,,,
32690803,No,,,,
32662123,No,,,,
32584472,No,,,,
32405881,No,,,,
32362165,No,,,,
32946559,No,dementia,ADRD,There is a need to ensure that the future healthcare workforce has the necessary knowledge and skills to deliver high quality compassionate care to the increasing number of people with dementia.,"Study focuses on dementia education, not food impact."
32946559,No,Alzheimer's disease,ADRD,"Our programme has been set up to address this challenge. In the programme, undergraduate healthcare students (nursing, medical and paramedic) visit a family (person with dementia and their carer) in pairs over a 2-year period.","Contextual mention of dementia care, not food-related."
33067294,Yes,Mediterranean diet,Food,"All participants receive a dementia risk assessment [...] regarding protective (Mediterranean diet, low/moderate alcohol consumption and high cognitive activity) and risk factors [...] for dementia.",Mediterranean diet is a protective dietary pattern linked to reduced dementia risk.
33067294,Yes,low/moderate alcohol consumption,Food,"All participants receive a dementia risk assessment [...] regarding protective (Mediterranean diet, low/moderate alcohol consumption and high cognitive activity) and risk factors [...] for dementia.",Low/moderate alcohol consumption is a dietary factor associated with lower dementia risk.
30877750,No,,,,
33057404,No,,,,
31665233,No,,,,
32737076,No,β-amyloid,AD/ADRD,"Proximity to parental AAO was associated with β-amyloid, but not with neural injury biomarkers, and interacted with sex and age, showing that women and older participants had increased β-amyloid.",β-amyloid is a core biomarker for Alzheimer's disease.
32737076,No,hippocampal volumes,AD/ADRD,Lower mental health proxies were associated with decreased hippocampal volumes with age.,Hippocampal atrophy is a hallmark of Alzheimer's progression.
33027276,No,,,,
33061334,No,eating,ADRD,"The results show that essential assistance occurs in connection with activities: eating, drinking, dressing, bathing, personal hygiene, use of the toilet, and transport.","Refers to ADLs impacted by dementia, not dietary factors."
33061334,No,drinking,ADRD,"The results show that essential assistance occurs in connection with activities: eating, drinking, dressing, bathing, personal hygiene, use of the toilet, and transport.","ADLs requiring care, not food-related risk factors."
33006621,No,,,,
32998776,No,,,,
32574818,Yes,omega-3 supplementation,Food,The Multidomain Alzheimer Preventive Trial was designed to assess the effect of omega-3 supplementation and multidomain intervention on cognitive decline of subjects with subjective memory complaint.,Omega-3 is a dietary supplement linked to cognitive outcomes.
32574818,Yes,multidomain intervention,Food,The multidomain intervention was associated with a significant effect on the 3-year brain morphological changes in the deformation-based approach.,Multidomain intervention includes dietary components like omega-3.
32574818,Yes,cognitive performance,AD/ADRD,These changes were associated with better cognitive performance and mood/behavior stabilization.,Cognitive performance is a key outcome in ADRD studies.
32530831,Yes,oral supplementation,Food,"Collectively, we found moderate evidence to suggest the efficacy of oral supplementation, and preliminary evidence to suggest that feeding interventions, education, and environmental modifications may confer improvements.",Addresses nutritional intake in dementia patients.
32530831,Yes,feeding interventions,Food,"Collectively, we found moderate evidence to suggest the efficacy of oral supplementation, and preliminary evidence to suggest that feeding interventions, education, and environmental modifications may confer improvements.",Targets malnutrition through structured feeding.
32530831,Yes,education,Food,"Collectively, we found moderate evidence to suggest the efficacy of oral supplementation, and preliminary evidence to suggest that feeding interventions, education, and environmental modifications may confer improvements.",Promotes better mealtime practices for dementia.
32530831,Yes,environmental modifications,Food,"Collectively, we found moderate evidence to suggest the efficacy of oral supplementation, and preliminary evidence to suggest that feeding interventions, education, and environmental modifications may confer improvements.",Alters mealtime settings to enhance intake.
32530831,Yes,Alzheimer's disease and related dementias,AD/ADRD,Malnutrition and weight loss are highly prevalent in persons with Alzheimer's disease and related dementias.,Specifies the population affected by malnutrition.
32462636,No,,,,
32452861,No,Alzheimer disease,ADRD,They also had higher burdens of Alzheimer disease and LATE-NC.,Mentioned as a neuropathology associated with literacy profiles.
32452861,No,Limbic-predominant age-related TDP-43 encephalopathy (LATE-NC),ADRD,"Individuals from the latter group were older, with fewer years of education and more female. They also had higher burdens of Alzheimer disease and LATE-NC.",Identified as a neuropathology linked to literacy decline.
32430087,No,,,,
32055966,No,Alzheimer's disease (AD),AD/ADRD,AD presented with higher rates of A+ and (N)+.,Study focuses on AD biomarkers and clinical classifications.
32055966,No,dementia,AD/ADRD,All A- (N)- cases in the probable AD group had less than 4 years of formal education and lower socioeconomic status (SES).,Mentions dementia in the absence of biomarker changes.
31273672,No,behavioral variant Frontotemporal dementia (bvFTD),AD/ADRD,"Neuroanatomical correlates of apathy and disinhibition, behavioral abnormalities in behavioral variant Frontotemporal dementia (bvFTD) remain unclear.",bvFTD is a subtype of ADRD.
31273672,No,apathy,AD/ADRD,"The current study suggests that apathy and disinhibition arises due to changes in the frontal, temporal and limbic brain areas in bvFTD.",Apathy is a behavioral symptom of ADRD.
31273672,No,disinhibition,AD/ADRD,"The current study suggests that apathy and disinhibition arises due to changes in the frontal, temporal and limbic brain areas in bvFTD.",Disinhibition is a behavioral symptom of ADRD.
30590957,No,Alzheimer's disease,AD/ADRD,Many caregivers of persons with memory loss or Alzheimer's disease are unaware of the abilities of their persons with AD to recall their drugs and medical histories.,Directly refers to the condition under study.
30590957,No,memory loss,AD/ADRD,Many caregivers of persons with memory loss or Alzheimer's disease are unaware of the abilities of their persons with AD to recall their drugs and medical histories.,Describes a symptom associated with ADRD.
32976486,No,Alzheimer's Disease,AD/ADRD,Detection and diagnosis of early and subclinical stages of Alzheimer's Disease (AD) play an essential role in the implementation of intervention and prevention strategies.,Central focus of the study on ADRD.
